Molecule	Type	actin cytoskeleton reorganization	actin filament debranching	actin filament polymerization	adhesion strenghtening and intraluminal crawling	ameboidal-type cell migration	angiogenesis	anti-inflammatory molecule gene expression	apoptotic cell clearance	apoptotic process	capture rolling	cell adhesion	cell motility	cytokine production involved in inflammatory response	degradation of membrane-associated molecules	destruction of pathogens	digestion of microbes/particles/...	endosomal vesicle fusion	endothelial cell proliferation	endothelial migration	epithelial cell proliferation involved in lung morphogenesis	epithelium regeneration	establishment of cell polarity	fatty acid synthesis	fibroblast efferocytosis	fibroblast migration	firm adhesion	focal adhesion	formation of intraluminal vesicles	fusion with late endosomes	gluconeogenese	glycogen synthesis	glycolysis	hypothermia	keratinocyte migration	keratinocyte proliferation	ketogenic acid synthesis	leukocyte migration	leukotriene synthesis	lipoxin synthesis	lymphocyte chemotaxis	m1 phenotype and behavior	m2 phenotype and behavior	macrophage clearance	macrophage derived foam cell differentiation	macrophage differentiation	maresin synthesis	membrane hyperpolarization	microtubule cytoskeleton organization	microtubule-based movement	monocyte chemotaxis	monocyte extravasation	myeloid dendritic cell differentiation	myosin ii filament organization	natural killer cell chemotaxis	neurotrophy	neutrophil apoptotic process	neutrophil chemotaxis	neutrophil extravasation	nf-κb response	p38mapk cascade	pamp recognition	phagocytic cup	phagocytosis, engulfment	phagosome maturation	phagosome sealing	phagosome-lysosome fusion	platelet activation	platelet aggregation	platelet degranulation	pmn infiltration	positive regulation of acute inflammatory response	positive regulation of cellular response to insulin stimulus	positive regulation of vascular permeability	prostaglandin synthesis	protectin synthesis	reactive oxygen species metabolic process	recognition of a target particle	regulation of actin cytoskeleton reorganization	regulation of acute inflammatory response	resolution of airway inflammation	resolution of edema	resolvin synthesis	response to endoplasmic reticulum stress	sensory perception of pain	site of dna damage	slow rolling	stat3 pathway	thromboxan synthesis	tissue homeostasis	unknown signalling cascades	uptake of srbc	vascular associated smooth muscle cell migration	vasoconstriction	vasodilation	wound constriction	wound healing
IL-5	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL-10	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTB4	PROTEIN	5	-8	6	4	7	8	0	6	3	7	6	5	0	0	7	-12	-12	9	0	0	7	5	14	0	0	4	-10	0	0	-12	-14	10	0	5	5	12	0	1	-7	0	4	-5	0	-6	3	-7	9	-6	0	0	8	3	8	5	0	7	4	-4	0	3	6	8	6	-9	-8	0	5	5	7	0	-7	0	6	5	7	9	-6	6	7	0	0	-7	-6	0	-7	4	8	6	7	5	0	7	7	-7	0	8
ORP150	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPV1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERK	PROTEIN	-4	-7	-5	-3	-6	-7	0	-5	-2	-7	-5	-4	0	0	-6	-11	-11	-8	0	0	-6	-4	-13	0	0	-3	-9	0	0	-11	-13	-9	0	-4	-4	-11	0	9	-6	0	-3	-4	0	5	-3	-6	-8	5	0	0	-7	-3	-7	-4	0	-6	-3	4	0	-3	-6	-7	-5	-8	-7	0	-4	-4	-6	0	6	0	-5	-4	-6	-8	-5	-5	-6	0	0	-6	5	0	-5	-3	-7	-5	-6	-4	0	-6	-6	6	0	-7
IL-1B	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL-6	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNG	PROTEIN	-7	-10	-8	-6	-9	-13	0	-7	-8	-10	-8	-7	0	0	8	-13	-13	-14	0	0	-9	-7	-15	0	0	-6	10	0	0	-12	-14	-11	0	6	6	-13	0	12	-6	0	4	-4	0	-6	-4	-6	-10	8	0	0	8	-6	-9	5	0	-8	-6	7	0	-6	-9	-10	-7	-10	-9	0	-7	-7	-9	0	8	0	7	6	-9	9	-8	-8	-9	0	0	-6	-6	0	-8	-6	8	6	-9	-6	0	-9	-9	9	0	-10
MaR1	SIMPLE_MOLECULE	-5	-8	-6	-4	-7	8	0	-6	3	7	-6	-5	0	0	-7	-12	-12	9	0	0	-7	-5	14	0	0	-4	-10	0	0	-12	-14	10	0	4	-5	12	0	10	-7	0	-4	-5	0	6	-3	1	-9	6	0	0	-8	3	8	-5	0	7	-4	-4	0	3	6	-8	-6	-9	-8	0	-5	-5	-7	0	-7	0	-6	-5	-7	-9	-6	-6	-7	0	0	-7	6	0	-5	-4	-8	-6	-7	-5	0	-7	-7	7	0	-8
MaR2	SIMPLE_MOLECULE	-5	-8	-6	-4	-7	10	0	-6	5	-8	-6	-5	0	0	-7	-12	-12	11	0	0	-7	-5	-15	0	0	-4	-10	0	0	-12	-14	-11	0	-5	-5	-13	0	10	-7	0	-4	-5	0	6	-4	1	-9	6	0	0	-8	-4	9	-5	0	-9	-4	5	0	-4	-7	-8	-6	-9	-8	0	-5	-5	-7	0	-9	0	-6	-5	-7	-9	-6	-6	-7	0	0	-7	6	0	-7	-4	-8	-6	-7	-5	0	-7	-7	7	0	-8
7_minus_epi_minus_MaR1	SIMPLE_MOLECULE	-5	-8	-6	-4	-7	10	0	-6	5	-8	-6	-5	0	0	-7	-12	-12	11	0	0	-7	-5	-15	0	0	-4	-10	0	0	-12	-14	-11	0	-5	-5	-13	0	10	-7	0	-4	-5	0	6	-4	1	-9	6	0	0	-8	-4	9	-5	0	-9	-4	5	0	-4	-7	-8	-6	-9	-8	0	-5	-5	-7	0	-9	0	-6	-5	-7	-9	-6	-6	-7	0	0	-7	6	0	-7	-4	-8	-6	-7	-5	0	-7	-7	7	0	-8
Maresins	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sensory perception of pain	PHENOTYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
monocyte chemotaxis	PHENOTYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to endoplasmic reticulum stress	PHENOTYPE	-7	-10	7	-6	8	11	0	3	6	-9	-8	6	0	0	-6	11	11	12	0	0	8	6	13	0	0	5	-8	0	0	10	12	9	0	-6	-6	11	0	-12	4	0	-4	2	0	4	4	4	8	-6	0	0	-6	-5	7	-7	0	4	-6	-6	0	-5	-8	9	5	8	7	0	6	6	-9	0	-4	0	-7	-6	-9	4	-8	7	-9	0	0	4	0	0	-8	5	-6	-6	-8	4	0	8	-8	-8	0	-9
monocyte extravasation	PHENOTYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VASP	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAC1	PROTEIN	4	7	3	3	4	-9	0	6	-4	10	8	5	0	0	3	10	10	-10	0	0	9	1	-15	0	0	6	-12	0	0	-14	-16	-11	0	7	7	-13	0	-12	-9	0	6	-7	0	-8	6	-9	11	-8	0	0	-5	6	-9	7	0	-8	3	6	0	6	9	5	6	7	6	0	7	7	9	0	5	0	3	7	9	-8	5	3	9	0	0	-9	-8	0	8	6	4	8	4	5	0	4	4	-4	0	10
PXN	PROTEIN	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
VEGFA	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT1	PROTEIN	-5	-8	-6	-4	-7	-11	0	-6	-6	-8	-6	-5	0	0	-7	-12	-12	-12	0	0	-7	-5	-13	0	0	-4	8	0	0	-10	-12	-9	0	4	4	-11	0	10	-5	0	2	-3	0	-4	-3	-5	-8	6	0	0	7	-4	-8	3	0	-7	-4	5	0	-4	-7	-8	-5	-9	-8	0	-5	-5	-7	0	7	0	5	4	-7	7	-6	-6	-7	0	0	-5	-4	0	-6	-4	7	4	-7	-4	0	-7	-7	7	0	-8
MMP9	PROTEIN	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL12B	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17A	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RELB	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFKB	COMPLEX	-9	12	8	-9	9	7	0	5	2	-10	11	-9	0	0	-9	11	11	8	0	0	9	-9	13	0	0	7	-10	0	0	12	14	9	0	-8	-8	11	0	-14	7	0	-6	5	0	6	-6	7	10	-9	0	0	-9	-6	7	-7	0	6	9	7	0	-6	-9	10	7	8	7	0	9	9	9	0	-6	0	8	-8	-11	9	10	10	9	0	0	7	6	0	2	-9	-9	-8	-10	6	0	9	-10	-10	0	11
GPR18	PROTEIN	-5	-9	-6	5	-7	11	0	-5	6	-9	-9	-4	0	0	-6	11	11	12	0	0	4	-4	9	0	0	-4	-4	0	0	6	8	5	0	5	5	7	0	-10	4	0	-5	2	0	6	4	4	4	-6	0	0	-5	-5	7	-8	0	6	-5	-6	0	-5	-8	-8	3	8	7	0	-4	-4	8	0	-6	0	-4	5	7	10	-7	-5	8	0	0	4	6	0	-8	5	-6	-7	-4	2	0	-5	-4	4	0	-7
CREB1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK1	PROTEIN	-5	-12	-8	-5	-9	-15	0	-8	10	-16	-14	-7	0	0	-9	-15	-15	-16	0	0	-9	-7	-19	0	0	-3	16	0	0	-18	-20	-15	0	-13	-13	-17	0	18	-13	0	-12	-11	0	-12	-6	-13	-11	-13	0	0	-10	-12	-14	-13	0	-12	-8	-9	0	-12	-15	-10	-8	-12	-11	0	-7	-7	-11	0	-11	0	-5	-13	-15	14	-10	-8	-11	0	0	-13	-12	0	-14	-5	-10	-14	-9	-7	0	-9	-9	9	0	-10
MAPK3	PROTEIN	-5	-12	-8	-5	-9	-15	0	-8	10	-16	-14	-7	0	0	-9	-15	-15	-16	0	0	-9	-7	-19	0	0	-3	16	0	0	-18	-20	-15	0	-13	-13	-17	0	18	-13	0	-12	-11	0	-12	-6	-13	-11	-13	0	0	-10	-12	-14	-13	0	-12	-8	-9	0	-12	-15	-10	-8	-12	-11	0	-7	-7	-11	0	-11	0	-5	-13	-15	14	-10	-8	-11	0	0	-13	-12	0	-14	-5	-10	-14	-9	-7	0	-9	-9	9	0	-10
STAT3	PROTEIN	-6	-9	-7	-6	-8	10	0	4	5	-8	-8	-7	0	0	-5	10	10	11	0	0	7	-7	12	0	0	-6	-7	0	0	9	11	8	0	-6	-6	10	0	12	3	0	-4	1	0	5	4	3	7	-5	0	0	-5	-4	6	-7	0	5	-6	-5	0	-4	-7	-9	-6	7	6	0	-7	-7	8	0	-5	0	-6	-6	-9	9	-7	-8	8	0	0	3	5	0	-7	-6	-5	-6	-7	-5	0	-8	-7	7	0	-8
PRKACA	PROTEIN	-3	-7	-6	-6	-7	10	0	-6	5	-11	-9	-2	0	0	-4	-11	-11	11	0	0	-4	-6	16	0	0	-6	-13	0	0	4	6	8	0	-8	-8	14	0	13	-10	0	-7	-8	0	9	-7	-10	-6	-8	0	0	-5	-7	-9	-8	0	9	-3	-4	0	-7	-10	-8	-3	-8	-7	0	-2	-2	-9	0	-6	0	-4	-8	-10	9	-5	-3	-9	0	0	-10	9	0	-9	-6	-5	-9	-4	-2	0	-7	-4	4	0	-5
PRKACB	PROTEIN	14	18	17	17	18	19	0	17	-16	22	20	13	0	0	15	22	22	20	0	0	15	17	16	0	0	17	-20	0	0	4	6	8	0	19	19	14	0	-24	-21	0	18	-19	0	-20	16	-21	17	19	0	0	16	18	20	19	0	-20	14	15	0	18	21	19	14	19	18	0	13	13	15	0	17	0	15	18	21	-20	16	14	15	0	0	-21	-20	0	-20	17	16	18	15	13	0	18	15	-15	0	16
PRKACG	PROTEIN	14	18	17	17	18	19	0	17	-16	22	20	13	0	0	15	22	22	20	0	0	15	17	16	0	0	17	-20	0	0	4	6	8	0	19	19	14	0	-24	-21	0	18	-19	0	-20	16	-21	17	19	0	0	16	18	20	19	0	-20	14	15	0	18	21	19	14	19	18	0	13	13	15	0	17	0	15	18	21	-20	16	14	15	0	0	-21	-20	0	-20	17	16	18	15	13	0	18	15	-15	0	16
STAT5A	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FPR2	PROTEIN	-3	-6	-5	-5	-6	7	0	2	2	-6	-7	-4	0	0	-2	-9	-9	8	0	0	-6	-4	9	0	0	-5	-4	0	0	6	8	5	0	-5	-5	7	0	-10	-7	0	-5	5	0	6	-3	7	4	7	0	0	-4	-2	-5	-6	0	6	-5	3	0	-2	-5	-7	-5	-6	-5	0	-4	-4	-7	0	-3	0	-3	-5	-7	7	-4	-5	-7	0	0	-7	6	0	-6	-5	-2	-7	-4	-4	0	-5	-4	4	0	-7
GPR32	PROTEIN	-6	-9	-7	-5	-8	-11	0	2	-6	-6	-12	-6	0	0	-7	-13	-13	-12	0	0	-8	-6	-15	0	0	-5	10	0	0	-12	-14	-11	0	-5	-5	-13	0	10	-7	0	-6	5	0	6	-3	7	-10	-9	0	0	-9	-2	-10	-11	0	6	-7	3	0	-2	-5	-9	-7	-10	-9	0	-6	-6	-8	0	-6	0	-7	-5	-7	10	-7	-7	-8	0	0	-7	6	0	-6	-5	-9	-8	-8	-6	0	-8	-8	8	0	-9
IL10	PROTEIN	-6	-9	-7	-5	-8	10	0	4	5	-8	-7	-6	0	0	-5	10	10	11	0	0	7	-6	12	0	0	-5	-7	0	0	9	11	8	0	-3	-3	10	0	11	3	0	-1	1	0	3	-3	3	7	-5	0	0	-5	-4	6	-6	0	5	-5	-5	0	-4	-7	-9	4	7	6	0	-6	-6	-8	0	-5	0	-6	-3	-8	7	-7	-7	-8	0	0	3	3	0	-7	-5	-5	-3	-7	3	0	-8	-7	7	0	-8
CCL2	PROTEIN	4	10	6	4	7	11	0	5	-7	13	11	4	0	0	6	13	13	12	0	0	8	4	-12	0	0	2	7	0	0	-9	-11	-8	0	-8	-8	-10	0	13	-10	0	-9	8	0	9	5	10	-7	-11	0	0	-8	9	-12	2	0	9	5	8	0	9	12	8	7	10	9	0	6	6	7	0	8	0	4	-8	-10	-11	8	6	7	0	0	-10	9	0	11	4	7	10	7	6	0	7	7	-7	0	9
PGD2	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXB2	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PGE2	SIMPLE_MOLECULE	-6	-9	5	6	6	10	0	3	5	-9	8	-7	0	0	-5	10	10	11	0	0	7	-7	12	0	0	6	-7	0	0	9	11	8	0	1	1	10	0	-12	3	0	-5	4	0	5	5	6	7	-8	0	0	-7	-5	6	7	0	5	6	6	0	-5	-8	7	6	7	6	0	-7	-7	8	0	-5	0	-6	1	9	9	-7	-8	8	0	0	6	5	0	-9	6	-5	-7	-7	5	0	6	-7	7	0	-10
CXCL1	PROTEIN	7	10	6	6	7	11	0	5	-7	13	11	4	0	0	6	13	13	12	0	0	9	4	-12	0	0	-8	7	0	0	-9	-11	-8	0	-8	-8	-10	0	13	-10	0	-9	8	0	9	-7	10	-7	-11	0	0	-8	9	-12	10	0	9	5	9	0	9	12	8	8	10	9	0	7	7	7	0	8	0	6	-8	-10	-11	8	6	7	0	0	-10	9	0	11	-8	7	10	7	7	0	7	7	-7	0	9
MAPK14	PROTEIN	5	12	8	5	9	-15	0	8	-10	16	14	7	0	0	9	15	15	-16	0	0	9	7	19	0	0	3	-16	0	0	18	20	15	0	13	13	17	0	-18	13	0	-12	11	0	12	6	13	11	13	0	0	10	12	14	13	0	12	8	9	0	12	15	10	2	12	11	0	7	7	11	0	11	0	5	13	15	-14	10	8	11	0	0	13	12	0	-14	5	10	-14	9	1	0	9	9	-9	0	10
cAMP	SIMPLE_MOLECULE	-4	-8	-5	4	-6	11	0	-4	6	-12	-10	-3	0	0	-5	-12	-12	12	0	0	-5	-3	8	0	0	4	-3	0	0	5	7	4	0	4	4	6	0	-9	6	0	-7	6	0	7	3	8	3	-9	0	0	-4	-8	9	-9	0	7	-4	-5	0	-8	-11	-7	-4	-9	-8	0	-3	-3	7	0	-7	0	-3	4	6	10	-6	-4	7	0	0	6	7	0	-10	4	-6	-9	-3	-3	0	-4	-3	3	0	-6
AKT1	PROTEIN	-6	-10	-9	-9	-10	13	0	-9	8	-14	-12	-5	0	0	-7	-14	-14	14	0	0	3	-9	18	0	0	-9	-13	0	0	15	17	14	0	8	8	16	0	16	10	0	-10	-11	0	12	-10	-13	5	-11	0	0	-8	-10	-12	-11	0	12	-6	-7	0	-10	-13	-11	-6	-11	-10	0	-5	-5	-12	0	-9	0	-7	8	-13	12	-8	-6	-12	0	0	-13	12	0	-12	-9	-8	10	5	-5	0	-10	-5	5	0	-8
RPS6	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTB4R	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMKLR1	PROTEIN	-6	-11	-9	-6	-10	14	0	-9	9	-15	-13	-6	0	0	-8	-15	-15	15	0	0	4	-8	19	0	0	-4	-14	0	0	16	18	15	0	9	9	17	0	17	11	0	-11	-12	0	-13	-7	-14	6	-12	0	0	-9	-11	-13	-12	0	-13	-7	-8	0	-11	-14	-11	-7	-12	-11	0	-6	-6	-12	0	-10	0	-6	9	-14	13	-9	-7	-12	0	0	-14	-13	0	-13	-6	-9	11	6	-6	0	-10	-6	6	0	-9
CXCL8	PROTEIN	7	10	6	6	7	11	0	5	-7	13	11	4	0	0	6	13	13	12	0	0	9	4	-12	0	0	1	7	0	0	-9	-11	-8	0	-8	-8	-10	0	13	-10	0	-9	8	0	9	-7	10	-7	-11	0	0	-8	9	-12	10	0	9	1	9	0	9	12	8	8	10	9	0	7	7	7	0	8	0	6	-8	-10	-11	8	6	7	0	0	-10	9	0	11	-8	7	10	7	7	0	7	7	-7	0	9
pmn infiltration	PHENOTYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB2	PROTEIN	7	10	6	6	7	14	0	9	10	-17	15	8	0	0	10	13	13	15	0	0	10	8	18	0	0	7	-14	0	0	16	18	14	0	9	9	16	0	-19	11	0	12	-11	0	-12	-11	-13	12	8	0	0	8	-13	11	14	0	-12	9	10	0	-13	-15	8	9	10	9	0	8	8	10	0	12	0	7	9	16	-11	8	9	10	0	0	-13	-11	0	-12	7	11	11	7	8	0	7	7	-7	0	5
MTOR	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KB1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18S-RvE3	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
