Symbol	Ballooning_1_vs_control	Ballooning_1_vs_control_pvalue	Ballooning_2_vs_control	Ballooning_2_vs_control_pvalue
NKRF	-0.09924368	0.76427	-0.0305719	0.638
SLC10A3	0.19487848	0.76427	0.1349661	0.232
NUP153	-0.08279208	0.76495	-0.0483819	0.223
GAREM1	-0.24002231	0.76495	-0.3801598	0.0032
LOC101930100	-0.41120611	0.76505	-0.4258285	0.0446
MAP3K19	-0.24110161	0.76874	-0.2459797	0.0728
TF	0.1656692	0.76874	-0.0413613	0.802
AGAP4	-0.12553156	0.76874	-0.2175432	0.00336
MSANTD4	0.17624973	0.76874	0.245207	0.0322
LOC107984501	0.33261789	0.76874	0.0660491	0.819
ACSF3	-0.12344532	0.76874	-0.1197261	0.0471
ASXL1	-0.10409474	0.76874	-0.1434541	0.0036
DEPDC5	-0.15675501	0.76874	-0.1962886	0.0259
H1-0	0.20495805	0.76874	0.1873527	0.112
HACD1	0.81163141	0.76878	0.3588941	0.391
FEZ2	0.28894254	0.77108	0.2913226	0.00183
PDE6C	-0.19679335	0.77349	-0.3314455	0.00192
HEATR5B	-0.09967352	0.77413	-0.1588868	0.00468
TMEM51	0.27096528	0.77434	0.3473898	0.0361
SELENON	0.15081341	0.77434	0.4837452	0.000343
CEP85	-0.2442578	0.77434	-0.0974763	0.524
ACTG1P20	-0.25171221	0.77434	-0.2625091	0.0344
SRSF11	-0.11664632	0.77434	-0.1186799	0.0461
ZC3H11A	-0.08398416	0.77434	-0.1471601	0.00205
CDC42EP3	-0.22900214	0.77434	-0.166518	0.269
FAP	0.65680988	0.77434	1.2860932	0.000172
SCN2A	-0.47239604	0.77434	-0.902207	0.00132
DHRS9	0.43108004	0.77434	0.9514359	1.08e-05
TMEFF2	0.48553468	0.77434	0.8050853	0.0024
PLEKHM3	-0.11040899	0.77434	-0.1179563	0.0642
UGT1A3	-0.22892023	0.77434	-0.244666	0.0883
LINC01322	-0.89551322	0.77434	-1.9910078	0.000218
MTHFD2L	-0.42062837	0.77434	-0.4762255	0.0542
ZDHHC11	-0.38349565	0.77434	-0.5829919	0.00468
F2RL1	0.43846751	0.77434	0.6812541	0.00414
RASGRF2	-0.25106211	0.77434	-0.141404	0.407
LOC112267952	-0.27499675	0.77434	0.0086732	0.974
BRD7P3	0.26254626	0.77434	0.2102398	0.205
LOC105375337	-0.41280223	0.77434	-0.3089958	0.198
MET	-0.20317253	0.77434	-0.3442027	0.00109
ANXA8	0.62578763	0.77434	0.1061604	0.813
LOC107984293	-0.25690392	0.77434	-0.334045	0.022
SAC3D1	0.26803155	0.77434	0.3191318	0.011
GSTP1	0.41347042	0.77434	0.3484902	0.0942
CCDC92	-0.10716445	0.77434	-0.1852928	0.0024
CLYBL-AS2	-0.23157895	0.77434	-0.205927	0.087
LOC100996664	0.21282805	0.77434	0.111672	0.517
LOC105370613	-0.54321887	0.77434	-0.7088337	0.00721
LOC107987209	-0.36093307	0.77434	0.0360829	0.909
AKAP13	-0.11678857	0.77434	-0.1304663	0.0472
CCP110	-0.11503285	0.77434	-0.1107335	0.142
LOC107985014	-0.2736365	0.77434	-0.3799189	0.0333
ABCA8	-0.16750319	0.77434	-0.3963231	0.000116
ZNF519	0.25845892	0.77434	0.1297081	0.474
FXYD5	0.22710419	0.77434	0.5059899	3.28e-05
ZNF607	0.25792609	0.77434	0.3653037	0.0167
APOL3	0.31172796	0.77434	0.5015115	0.00567
PRKX	0.21877427	0.77434	0.4059885	0.00294
LOC107985680	-0.5660281	0.77434	-0.2732663	0.371
LOC107987401	-0.393858	0.77434	-0.2867695	0.202
ZSWIM6	-0.1168131	0.78131	0.0201383	0.843
HLA-DMA	0.304947	0.78181	0.4143942	0.00718
RALGDS	0.15838932	0.78181	0.1926054	0.06
BTBD2	-0.13206895	0.78181	-0.0782441	0.357
ZNF625	0.289506	0.78181	0.2671029	0.0813
ASS1	-0.37572228	0.78195	-0.5087263	0.0129
DMAC1	0.22761973	0.78271	0.2212305	0.0323
UGT1A4	-0.20166378	0.78549	-0.2339681	0.0519
XPA	-0.11152515	0.78549	-0.1029352	0.14
LOC101926935	0.24218201	0.78549	0.2300277	0.174
AMER1	-0.19469981	0.78549	-0.2485651	0.0183
LOC102724859	0.44889906	0.78791	0.3309937	0.253
OR4F16	-0.42262379	0.78848	-0.1166431	0.697
RBMS1	-0.19814646	0.78848	-0.2523699	0.0271
LOC101929633	-0.29241221	0.78848	-0.5906363	0.000542
CPS1-IT1	-0.33664203	0.78848	-0.3246191	0.158
KIT	0.48126557	0.78848	0.3429613	0.273
ARSB	-0.27952501	0.78848	-0.1258947	0.501
GNA12	0.17427113	0.78848	0.313232	0.00199
NUDT18	0.22029945	0.78848	0.058988	0.632
SECISBP2	-0.07221358	0.78848	-0.0807767	0.069
SBF2	-0.14685973	0.78848	-0.1481948	0.0553
ENO2	0.3138554	0.78848	0.3044362	0.087
SLCO1A2	-0.21721945	0.78848	-0.0702678	0.691
TERB2	-0.56497353	0.78848	-1.1426536	0.00102
GRHL3-AS1	-0.37047122	0.78957	-0.4170609	0.0299
GRHL3	-0.28875337	0.78957	-0.4565157	0.00311
DRAM2	0.16618657	0.78957	0.361899	7.77e-05
RHBG	-0.60670208	0.78957	-0.7730202	0.0238
RALGPS2-AS1	-0.22890341	0.78957	-0.2622324	0.0419
LOC105379282	-0.26832365	0.78957	-0.2895561	0.134
LOC107985369	-0.26355026	0.78957	-0.376167	0.00854
PRKCE	0.49906194	0.78957	0.4671905	0.104
SEMA4F	0.22233177	0.78957	0.2421035	0.0726
IL1RL2	-0.26643899	0.78957	-0.2925024	0.0661
TFRC	0.41948562	0.78957	0.4783948	0.022
LOC107987361	-0.35069021	0.78957	-0.3304538	0.104
FAM193A	-0.11421588	0.78957	-0.1375738	0.0152
CRMP1	0.47973747	0.78957	0.4838908	0.0949
TMPRSS11A	-0.7135658	0.78957	-0.6107254	0.172
BRD9	-0.11425454	0.78957	-0.1286611	0.0335
MAST4-AS1	0.31847806	0.78957	0.0511683	0.839
GUSBP15	-0.20094414	0.78957	-0.1734716	0.247
PTCD2	-0.11069869	0.78957	-0.1082988	0.069
CCDC112	0.26273351	0.78957	0.382617	0.0437
LOC107986562	-0.43419894	0.78957	-0.4371764	0.197
H1-2	0.23156789	0.78957	0.1789163	0.148
SMPDL3A	-0.20401348	0.78957	-0.2185545	0.073
LAMA2	0.3471667	0.78957	0.7366815	0.00159
MED23	-0.06116695	0.78957	-0.0589455	0.173
LOC107986660	-0.28379222	0.78957	-0.1650988	0.389
LOC105369171	-0.24436472	0.78957	-0.3042108	0.0289
SLC29A4	0.74791419	0.78957	0.9199715	0.0235
LOC105375417	-0.26915958	0.78957	-0.3102506	0.06
ZNF3	-0.0846293	0.78957	-0.1351672	0.00659
LRRCC1	-0.17271777	0.78957	-0.0760429	0.508
LAPTM4B	0.37686904	0.78957	0.3709624	0.118
TRPS1	0.27141376	0.78957	0.5536245	6.44e-05
LOC107987054	-0.19668423	0.78957	-0.3531533	0.00453
ERCC6L2	-0.06526189	0.78957	-0.0254106	0.581
AGAP6	-0.13818078	0.78957	-0.1651283	0.0573
LSP1	0.31692852	0.78957	0.2890423	0.0392
ZNF705EP	-0.30012067	0.78957	-0.3458282	0.0667
LOC105369535	-0.33046959	0.78957	-0.3842001	0.0465
NCAPD3	-0.09673407	0.78957	-0.1076529	0.0912
INHBE	0.31839801	0.78957	0.3505302	0.0925
GLIPR1L2	-0.48963551	0.78957	-0.065042	0.857
DCN	0.29673085	0.78957	0.5756873	0.00169
ABCB9	0.38115262	0.78957	0.154863	0.498
KBTBD6	-0.12655812	0.78957	0.0510896	0.605
LOC105370259	-0.51337771	0.78957	-0.489153	0.119
TJP1	-0.09363609	0.78957	0.0916089	0.131
PAQR4	0.39015743	0.78957	0.483057	0.0388
SNX29P2	-0.25588303	0.78957	-0.4807184	0.00274
GJC1	0.45660159	0.78957	0.2612107	0.291
MGC16275	0.27324124	0.78957	0.1687377	0.3
NOL4	0.30928943	0.78957	0.0777708	0.8
LOC105372098	-0.17540597	0.78957	-0.2446879	0.0312
MRPL54	0.27722315	0.78957	0.0791011	0.606
ZNF763	0.18147044	0.78957	0.116743	0.379
PIK3R2	0.16508672	0.78957	0.2504057	0.0314
IFI30	0.35927943	0.78957	0.545935	0.000848
GMIP	0.18625615	0.78957	0.2034196	0.125
LOC105372318	0.29798847	0.78957	0.0136248	0.963
LOC105372553	-0.19392948	0.78957	-0.2848835	0.0163
LOC102724420	-0.25840955	0.78957	-0.3465942	0.0409
MORC3	-0.10867996	0.78957	-0.1651859	0.00292
SYNGR1	0.33962227	0.78957	0.0281912	0.897
PKDREJ	-0.39034179	0.78957	-0.7561626	0.0024
LOC107987331	0.4895659	0.78957	-0.1807701	0.637
ANO10	0.20017869	0.79008	0.3297335	0.0047
TNFSF15	0.38458995	0.79008	0.5899201	0.0139
MYO16	-0.26062348	0.79008	-0.5953795	0.000123
TMSB4X	0.31310817	0.79008	0.4122666	0.0137
COL4A4	0.30332653	0.79019	0.3276468	0.143
LOC112268030	-0.24227096	0.79019	-0.3273071	0.0103
LINC02290	-0.34359167	0.79019	-0.3899355	0.0584
CDR2L	0.34542794	0.79019	0.2793174	0.119
CREB3L3	-0.29146781	0.79019	-0.3691846	0.0323
ANKRD24	-0.21916581	0.79019	-0.5431482	8.81e-05
TLR3	0.15360069	0.79047	0.1943201	0.0337
HGF	0.23325503	0.79425	0.506342	0.00201
DISP1	-0.15713585	0.7981	-0.1660886	0.0781
LOC105373794	-0.30594831	0.80361	-0.3945679	0.0832
LOC107984659	-0.11958124	0.80361	-0.2474784	0.000315
IGHG1	-0.83167221	0.80361	-0.478504	0.385
TSEN2	-0.09147436	0.80376	-0.1413733	0.022
SLC5A10	0.24100994	0.80703	0.2378844	0.111
NFATC4	0.2738866	0.80775	0.4459313	0.0135
LOC107985728	0.4504514	0.81091	0.6849046	0.0104
GDF7	-0.21216694	0.81091	-0.3617814	0.00533
LINC03063	-0.41033312	0.81091	-0.5425669	0.0651
SH2D6	-0.57332199	0.81091	-0.5998716	0.0728
AMT	-0.12453402	0.81091	-0.2498096	0.00963
MAGI1-AS1	-0.17347847	0.81091	-0.3624351	0.000176
GYG1	0.16433549	0.81091	0.360268	0.00325
PLAC8L1	-0.19437914	0.81091	-0.3081653	0.0155
UBTD2	0.10952723	0.81091	0.1871324	0.00638
PDGFA	0.42041686	0.81091	0.8149477	0.000135
CEBPD	-0.27382455	0.81091	-0.0823906	0.694
CA3	0.45649364	0.81091	0.0212886	0.94
LOC105379857	-0.25952923	0.81091	-0.2588309	0.126
ZFAND4	-0.11182277	0.81091	-0.0967983	0.184
STOX1	-0.55979887	0.81091	-0.6835747	0.0204
CYP2C19	-0.57479208	0.81091	-1.1367485	0.000691
POLR2G	0.19695965	0.81091	0.1516411	0.197
PAN3	-0.07895072	0.81091	-0.0828152	0.176
RSPRY1	-0.07349976	0.81091	-0.0340114	0.482
SLX4IP	-0.09356054	0.81091	-0.0422684	0.505
DEAF1	0.1170534	0.81152	0.0810999	0.24
FMO5	-0.22440033	0.81646	-0.2376306	0.0993
SLC35F6	0.11824135	0.81646	0.3543768	6.76e-05
RMDN2-AS1	-0.25193704	0.81646	-0.345873	0.018
RAMP1	-0.47557072	0.81646	-0.5562716	0.0689
KLHL6-AS1	0.47577071	0.81646	0.3532659	0.276
ZNF366	0.16598344	0.81646	0.0712953	0.513
LOC107986363	-0.13907018	0.81646	-0.1664919	0.0392
CCL21	0.54756969	0.81646	0.7857584	0.0119
GPR18	-0.10188268	0.81646	-0.1148245	0.149
USP8	-0.07888987	0.81646	-0.0749423	0.0472
HROB	0.27220574	0.81646	0.1680482	0.3
ZNF133	-0.09165572	0.81646	-0.1117418	0.112
VSIR	0.20268909	0.81678	0.2092559	0.198
ID3	0.25713172	0.81812	0.327818	0.0118
MKNK1-AS1	-0.14976901	0.81812	-0.1598542	0.0505
LINC00623	0.16599959	0.81812	0.237876	0.0142
SLC19A2	-0.20608992	0.81812	-0.3147117	0.00392
TOP1P1	-0.23448535	0.81812	-0.2063952	0.116
GTF2IP20	-0.16430849	0.81812	-0.2769046	0.00493
LOC105373163	0.50495376	0.81812	0.667099	0.0343
LOC105373269	0.21998021	0.81812	0.1255191	0.476
LOC105374839	-0.26179378	0.81812	-0.3850543	0.0168
LOC107985911	0.30971168	0.81812	-0.0583353	0.846
RABL2A	-0.14152218	0.81812	-0.2035654	0.0133
KCTD18	-0.08933501	0.81812	-0.0781144	0.202
LOC101927829	-0.40430567	0.81812	-0.6954483	0.00476
LOC105374187	-0.17852348	0.81812	-0.3011925	0.0173
LOC112268450	-0.2729804	0.81812	-0.3801942	0.0671
LOC101928669	-0.32430478	0.81812	-0.3021372	0.116
C4orf51	0.37217513	0.81812	0.3005968	0.155
ARSK	-0.18029181	0.81812	-0.1404213	0.219
LOC107986362	-0.28107134	0.81812	-0.483536	0.00997
BAK1	0.18396335	0.81812	0.1891548	0.104
TRAF3IP2	-0.16696879	0.81812	-0.0807655	0.528
LOC105375166	-0.56246429	0.81812	-0.7283689	0.0581
RASA4	0.4044345	0.81812	0.1214936	0.612
CAV2	0.25622323	0.81812	0.538502	0.000275
LINC00513	-0.16862175	0.81812	-0.3563	0.000844
OPLAH	-0.20323544	0.81812	-0.4081191	0.000386
ERCC6	-0.09784261	0.81812	-0.1580376	0.00763
LOC101928961	-0.47982087	0.81812	-0.9598395	0.00318
LRRTM3	-0.46723764	0.81812	-0.8051141	0.0111
SLC16A12	-0.69026512	0.81812	-0.2018696	0.712
LOC107984258	-0.40604392	0.81812	-0.1511662	0.568
LOC101928008	-0.25647633	0.81812	-0.2212657	0.201
CD59	0.15210311	0.81812	0.3090641	0.00145
NAALADL1	0.26848917	0.81812	0.2737843	0.0732
IGFBP6	0.67441613	0.81812	-0.0060003	0.99
TBC1D30	0.34770067	0.81812	0.230574	0.302
ZCCHC8	-0.09586669	0.81812	-0.1359049	0.0156
DLEU1	-0.11971258	0.81812	-0.1641094	0.0328
ZBTB25	-0.10894381	0.81812	-0.1425189	0.0315
SMOC1	-0.22140713	0.81812	-0.455614	0.000981
MIR4709	0.28672624	0.81812	0.3788822	0.0264
IGHV4-4	0.7597245	0.81812	0.5580911	0.274
LOC105379271	-0.33175656	0.81812	-0.1377633	0.568
GOLGA8H	-0.11504034	0.81812	-0.0965137	0.275
SPTBN5	0.61468783	0.81812	0.1987268	0.644
MYO5A	0.22572984	0.81812	0.4467387	0.00207
SLC24A1	-0.11251317	0.81812	-0.1600295	0.0381
FLJ42627	-0.19916901	0.81812	-0.2129259	0.087
CHTF8	0.11546867	0.81812	0.0525209	0.601
TAT-AS1	-0.39192429	0.81812	-0.3530119	0.198
EFNB3	0.29675073	0.81812	0.3939681	0.00564
SPDYE4	-0.396006	0.81812	-0.5011719	0.0461
IFI35	0.2034598	0.81812	0.2599259	0.0808
USP32	-0.09644037	0.81812	-0.0816673	0.16
TIMP2	0.17447646	0.81812	0.4280421	0.00238
C1QTNF1	0.19506764	0.81812	0.2533896	0.052
DTNA	0.66167606	0.81812	1.0083936	0.00149
ZNF554	-0.1424816	0.81812	-0.2767987	0.00103
ARRDC2	0.28905213	0.81812	0.275055	0.145
APOC1P1	0.44814268	0.81812	0.0604601	0.817
LRRN4	-0.14189228	0.81812	-0.2116955	0.0446
SRSF6	-0.08878634	0.81812	0.0118847	0.871
CYP2D6	-0.27809129	0.81812	-0.062404	0.806
RPL23AP82	0.19661986	0.81812	0.2311559	0.0775
MAGED2	0.150063	0.81812	0.1349431	0.0774
ASTE1	-0.09992036	0.82169	-0.123674	0.0264
DERPC	0.11515568	0.82169	0.0524578	0.602
HCST	0.45776539	0.82194	0.4776721	0.0283
BHLHE40-AS1	0.23266558	0.82276	0.0956918	0.526
LOC107986083	-0.21232014	0.82276	-0.2465167	0.0607
LOC101927179	-0.20453932	0.82276	0.0353824	0.818
BACE1	-0.10375162	0.82276	-0.0428356	0.604
LAIR1	0.29705843	0.82276	0.6783208	0.00039
SLPI	0.35109367	0.82276	0.2054684	0.162
LOC112268058	-0.31556999	0.82345	-0.2196797	0.263
ZNF236	-0.08904449	0.82483	-0.1019956	0.0575
SLC17A5	0.1595876	0.82497	0.292321	0.00298
C1orf210	0.29931454	0.82629	-0.0110154	0.961
FAF1	-0.07281197	0.82629	-0.0528645	0.24
S100A10	0.31231198	0.82629	0.4335866	0.0161
MARCHF7	-0.11474469	0.82629	-0.0284557	0.685
SGCB	0.29330897	0.82629	0.3301729	0.0732
GUSBP17	-0.26944045	0.82629	-0.3124616	0.128
SNORD63B	-0.23379195	0.82629	-0.1527494	0.304
LOC105377689	-0.24270738	0.82629	-0.4038683	0.0145
CNTLN	-0.16199823	0.82629	-0.2005379	0.0595
ZBTB5	-0.11910255	0.82629	-0.1523659	0.0178
TNC	-0.4510944	0.82629	0.1595411	0.607
SH3PXD2A	-0.3619984	0.82629	-0.6396831	0.00176
TECTB	0.64035219	0.82629	0.3435608	0.377
RHOG	0.19989583	0.82629	0.2754391	0.0296
LOC105369907	-0.60537902	0.82629	-1.4871649	0.000496
MICOS10P1	-0.20167537	0.82629	-0.4059551	0.000285
TSSK4	-0.22394183	0.82629	-0.1303618	0.387
PLD4	0.3615431	0.82629	0.4392155	0.0533
IGHG4	-0.66367845	0.82629	-0.4611735	0.345
INAFM2	0.16287317	0.82629	0.2901817	0.00192
LOC105370994	-0.38631202	0.82629	-0.0088153	0.979
FMNL1	0.19019086	0.82629	0.2998847	0.0267
WNT3	-0.22125584	0.82629	-0.051031	0.731
LRRC37A3	-0.22758487	0.82629	-0.0091509	0.965
SPINT2	0.36814867	0.82629	0.5221242	0.00766
LCA5L	0.22072037	0.82629	0.0209331	0.923
ERICH5	0.37469016	0.82637	0.7234516	0.000124
GNPDA1	0.16690456	0.82646	0.273489	0.00175
TMEM60	0.18796963	0.82646	0.1343013	0.214
ITPR2	-0.1438443	0.82646	-0.291056	0.00045
CBS	-0.17369385	0.82752	-0.4923278	9.49e-06
CD24	0.64814702	0.82834	1.0402392	0.00619
B3GAT1	-0.79374956	0.82834	-0.893154	0.095
LYZ	0.47867117	0.83022	0.7651764	0.00347
HEYL	0.32345518	0.83069	0.6212101	0.0119
LOC102725082	0.24632461	0.83069	0.2635721	0.112
EPHA3	0.42306782	0.83069	0.9931547	0.000275
BRAF	-0.10640862	0.83069	-0.100614	0.0807
GGNBP2	-0.07350314	0.83069	-0.111072	0.00966
SLC1A5	0.22842218	0.83069	0.3132978	0.0917
PJA1	0.13462893	0.83069	0.2071753	0.0176
CDR1	0.86834431	0.83069	1.0039646	0.0536
PYROXD2	0.46540109	0.83209	0.4117528	0.145
LARP1B	-0.14123876	0.83254	-0.1374612	0.163
PADI2	0.45287945	0.83554	0.5856281	0.0502
WARS2-AS1	-0.14914161	0.83554	-0.2794459	0.00452
GPR89A	-0.09838778	0.83554	-0.1479524	0.0134
LOC107985840	-0.36506768	0.83554	-0.5137641	0.00504
LRATD1	0.49659411	0.83554	-0.3348392	0.369
LOC105373785	-0.12643039	0.83554	-0.2268266	0.00547
PLSCR4	-0.21426123	0.83554	-0.225401	0.0931
EIF5A2	0.34402459	0.83554	0.5372515	0.0127
ELF2	-0.08478786	0.83554	-0.1107842	0.0111
LOC105378967	-0.3094288	0.83554	-0.3913514	0.0348
SNORD151	-0.34159855	0.83554	-0.3651371	0.0661
KRIT1	-0.07661359	0.83554	-0.0844771	0.0263
LINC-PINT	-0.13098782	0.83554	-0.2240772	0.00564
RALYL	0.53598279	0.83554	-0.1721181	0.654
KIAA2026	-0.08207201	0.83554	-0.0686222	0.223
LOC100132077	-0.28949918	0.83554	-0.1494669	0.389
PTGS1	0.22858191	0.83554	0.2638869	0.0425
CTNNA3	-0.45053242	0.83554	-0.6257598	0.0534
TRAF6	-0.06686819	0.83554	-0.0552937	0.196
LAMTOR1	0.16517056	0.83554	0.1567274	0.0763
RIPK3	0.30453364	0.83554	0.3706504	0.0094
LOC107984749	-0.29571124	0.83554	-0.1594527	0.457
LOC107984887	-0.36259593	0.83554	-0.6527232	0.00598
MARVELD3	0.15758454	0.83554	-0.0165348	0.911
LOC107984878	-0.28637569	0.83554	-0.253991	0.0801
FOXF1	0.2459516	0.83554	0.1556258	0.226
DHRS13	-0.28284478	0.83554	-0.2071872	0.277
WNK4	-0.22025637	0.83554	-0.5042483	0.000135
LOC112268296	0.20851983	0.83554	0.0284075	0.875
TIMP1	0.38020385	0.83554	0.5352802	0.0034
THOC2	-0.08561334	0.83554	-0.051216	0.328
SLC6A8	0.38598454	0.83554	0.5465776	0.0132
APOL1	0.17268743	0.83728	-0.0502959	0.71
PGAP4	0.36232189	0.8413	0.6838024	0.00123
AKAP6	-0.22414135	0.8413	-0.4624335	0.00193
CD52	0.5549432	0.84263	0.645197	0.0162
FOXJ3	-0.08478956	0.84263	-0.118877	0.0179
PTGFR	0.40996081	0.84263	0.6255795	0.0111
SLC16A4	-0.24459726	0.84263	-0.2572627	0.0758
AHSA2P	-0.06879248	0.84263	-0.136152	0.00552
CFAP210	-0.23927812	0.84263	-0.1812384	0.281
INO80D	-0.07919039	0.84263	-0.0152991	0.77
GXYLT2	0.61949736	0.84263	0.9945833	0.0128
ENOPH1	0.11966791	0.84263	0.2326918	0.000885
SMIM3	0.30730442	0.84263	0.5135574	0.0116
HCG25	-0.11608848	0.84263	-0.172708	0.0271
DAAM2	-0.21986504	0.84263	-0.3899445	0.00115
PHF3	-0.10390124	0.84263	-0.1487179	0.00558
IGFBP1	-0.88867586	0.84263	-0.5522033	0.367
MAGI2	-0.20523184	0.84263	-0.2095181	0.0711
FZD1	0.2049375	0.84263	0.1212005	0.399
PTK2	-0.07018378	0.84263	-0.058942	0.205
MXI1	-0.15963675	0.84263	-0.2101426	0.0266
EMSY	-0.08164854	0.84263	-0.0956324	0.0762
PIWIL4	0.32056561	0.84263	0.4617319	0.046
USP2	0.29458858	0.84263	0.1600133	0.52
LINC01089	0.12571333	0.84263	-0.0142796	0.865
LOC105370275	-0.41039928	0.84263	-0.5257323	0.0253
KLHL33	0.29379085	0.84263	-0.2049851	0.4
LOC105370614	-0.23090774	0.84263	-0.1683043	0.26
CHD2	-0.10324046	0.84263	-0.1739715	0.00207
EPN2-IT1	-0.27649404	0.84263	-0.4785368	0.0105
SGCA	0.49874552	0.84263	0.7048175	0.008
HAUS5	-0.17039211	0.84263	-0.225067	0.0236
MIR3646	-0.27078012	0.84263	-0.4523459	0.0129
LOC105372767	0.3204385	0.84263	0.5248205	0.00739
TRNC	0.25758896	0.84263	0.279258	0.0653
MTSS2	-0.1942676	0.84398	-0.2278151	0.0717
LOC105376436	0.27558038	0.8454	0.0944356	0.576
PYROXD1	0.12724168	0.8454	0.1740204	0.0263
COQ8A	-0.19777549	0.84637	-0.3341917	0.00785
TRNY	0.25291904	0.84637	0.2483477	0.112
IZUMO4	-0.2268606	0.84741	-0.6244989	1.46e-06
NOP58	-0.09161984	0.84788	-0.0367157	0.608
MTDH	-0.08361324	0.84894	0.1025302	0.0724
MMP7	0.66208041	0.84894	0.7423139	0.0744
LEO1	-0.09570536	0.84894	-0.0700365	0.305
TSHZ3	0.18780378	0.84894	0.4491093	0.0102
SOD1-DT	-0.35826534	0.84894	-0.6873425	0.00334
LOC100133331	-0.23997487	0.84912	-0.3667845	0.0109
TPRG1L	0.10634268	0.84912	0.0963158	0.262
LOC107984910	0.66227433	0.84912	0.077542	0.872
PLA2G5	0.45411148	0.84912	0.5690831	0.0416
MACO1	-0.11108788	0.84912	-0.2189337	0.0015
PIGV	-0.10516566	0.84912	-0.2822728	0.00015
GJA4	0.27641898	0.84912	0.1489142	0.347
DNALI1	-0.20931836	0.84912	0.0172384	0.931
C1orf122	0.27224877	0.84912	0.2454277	0.106
NFYC-AS1	-0.11412187	0.84912	-0.2467131	0.00103
RIMKLA	-0.2122109	0.84912	-0.4172653	0.00238
AKR1A1	0.17590057	0.84912	0.0636666	0.636
ZYG11A	-0.33977697	0.84912	-0.4307035	0.0523
LOC101926944	-0.32050956	0.84912	-0.2209123	0.325
SYDE2	-0.12238162	0.84912	-0.1835699	0.0437
DPYD	-0.13963209	0.84912	-0.2408655	0.00705
LOC107985189	-0.23720837	0.84912	-0.1672674	0.482
LOC107985192	-0.23307142	0.84912	-0.2887292	0.0834
BCL9	-0.11880494	0.84912	0.0152328	0.894
ACP6	-0.14312377	0.84912	-0.1775351	0.0657
GPR89B	-0.10451281	0.84912	-0.1732771	0.007
LOC107985525	-0.16587089	0.84912	-0.182986	0.128
UBAP2L	-0.0655644	0.84912	-0.0333177	0.551
GON4L	-0.06026815	0.84912	-0.1012931	0.0298
SLAMF8	0.35367994	0.84912	0.6632052	0.0108
TAGLN2	0.24242573	0.84912	0.3544134	0.0191
LOC112543491	-0.20594253	0.84912	-0.0757735	0.606
RC3H1	-0.07114154	0.84912	0.0077681	0.893
CRYZL2P-SEC16B	-0.14760708	0.84912	-0.167043	0.127
CRYZL2P	-0.1542022	0.84912	-0.035401	0.787
TMEM9	0.12698674	0.84912	0.0653594	0.499
PHLDA3	0.46722492	0.84912	0.5334151	0.0467
TMEM81	-0.16859821	0.84912	-0.2023988	0.0624
FLVCR1-DT	0.54762848	0.84912	0.5068846	0.229
ESRRG	0.71066164	0.84912	0.1668988	0.755
LOC107984018	-0.17558833	0.84912	-0.1929792	0.159
DEGS1	0.1544608	0.84912	0.3050796	0.000919
LIN9	0.12984255	0.84912	0.0792255	0.462
CCSAP	-0.09126974	0.84912	-0.0343631	0.675
LOC101929643	-0.25695243	0.84912	-0.3203593	0.0432
CYS1	0.45850331	0.84912	0.0316418	0.934
HPCAL1	-0.13678155	0.84912	-0.179005	0.0465
LINC00954	-0.23451637	0.84912	-0.1533404	0.437
GPR75-ASB3	-0.09955147	0.84912	-0.1820322	0.00544
LOC102724072	0.48433675	0.84912	0.0606632	0.899
RTN4	0.09408753	0.84912	-0.0136096	0.904
ANAPC1P2	-0.12649143	0.84912	-0.2433742	0.00483
ZNF514	-0.16351001	0.84912	-0.1220256	0.294
LOC107985917	-0.14158405	0.84912	-0.0615455	0.532
C2orf92	-0.14886196	0.84912	-0.2316714	0.0134
FHL2	0.38058596	0.84912	0.4424185	0.0474
LOC105373582	-0.14003852	0.84912	-0.3191862	0.000808
NIFK-AS1	-0.10501932	0.84912	0.0643245	0.343
MAP3K2-DT	-0.14371734	0.84912	-0.2474338	0.00698
LOC107985946	-0.15495633	0.84912	-0.107035	0.309
KYNU	-0.15978568	0.84912	-0.2664103	0.00162
CD302	-0.18577486	0.84912	-0.1611791	0.159
LY75	0.24186313	0.84912	0.2987568	0.0612
OLA1	0.12439482	0.84912	0.2350315	0.000543
TFPI	-0.14137885	0.84912	-0.1362912	0.16
GTF3C3	-0.06854343	0.84912	-0.0375485	0.424
AOX3P-AOX2P	-0.47678277	0.84912	-0.4051203	0.155
CLK1	-0.09878123	0.84912	-0.1003408	0.0813
IGFBP2	-0.8236485	0.84912	-0.7701833	0.17
MRPL44	0.09926088	0.84912	0.1254301	0.0544
SERPINE2	0.27236642	0.84912	0.7105603	0.00135
ING5	-0.11433609	0.84912	-0.2998522	1.2e-06
SGO1	-0.1560762	0.84912	0.0015333	0.992
ARPP21	0.61272926	0.84912	0.7641183	0.0503
ACVR2B	-0.19278195	0.84912	-0.5046791	5.46e-06
CDCP1	0.30134829	0.84912	0.5359653	0.00789
RTP3	0.24559232	0.84912	0.1829054	0.298
LINC00960	0.47158598	0.84912	0.6048769	0.121
B4GALT4-AS1	0.16844182	0.84912	0.071977	0.545
EEF1AKMT4-ECE2	0.23762361	0.84912	0.0874712	0.59
EPHB3	0.24457239	0.84912	0.2656433	0.159
LPP-AS2	0.16823131	0.84912	0.1321818	0.206
