Symbol	Inflammation_1_v_Control	Inflammation_1_v_Control_pvalue	Inflammation_2_v_Control	Inflammation_2_v_Control_pvalue
PRRG3	-1.00380375	0.0569	-0.95785529	0.174
PHF3	-0.19180738	0.0571	-0.2798451	0.0213
PPP1R9B	0.29381715	0.0574	0.41784241	0.0525
CLDN11	0.79176487	0.0574	1.48350462	0.00314
EEF1E1-BLOC1S5	0.21919456	0.0574	0.28610948	0.0134
LOC105369720	-0.43433198	0.0575	-0.56845833	0.0672
CDH26	-0.64987921	0.0577	-0.70320684	0.0672
ZNF808	-0.27404836	0.0578	-0.30156825	0.0572
FGR	0.47027553	0.0578	0.6025326	0.0253
SLC2A1	-0.75161147	0.0578	-0.12187654	0.86
RAD54L2	-0.4086143	0.0578	-0.60560752	0.0252
LINC01001	-0.44015578	0.0578	-0.595216	0.0446
KLHL29	0.65838168	0.058	1.05794278	0.00187
PLSCR4	-0.39086655	0.058	-0.43383525	0.0215
CFAP57	-0.34802043	0.058	-0.65626502	0.0195
PHACTR2	0.22788312	0.058	0.28358207	0.0873
LOC105370594	-0.37803453	0.0585	-0.6120221	0.0118
TRABD2B	-0.91080075	0.0586	-1.20635566	0.0145
FAP	1.24358437	0.0586	2.38931713	0.00903
EOGT	0.34305575	0.0586	0.43574867	0.044
LOC107986326	-0.38080921	0.0586	-0.6113148	0.0268
GAPT	0.74834194	0.0586	1.37617547	0.0125
GRB10	-0.21537307	0.0586	-0.27697883	0.0238
RPS6KL1	0.4874361	0.0586	0.41217065	0.145
ATG4A	0.29402662	0.0586	0.40079565	0.0205
ARMCX6	0.38219376	0.0592	0.46688805	0.103
YARS1	0.29122898	0.0592	0.32617579	0.0424
AKIRIN1	0.33909418	0.0592	0.53174086	0.000754
FAXDC2	-0.36860645	0.0592	-0.55481221	0.00602
LOC105375282	-0.86288924	0.0592	-0.4268483	0.405
LOC107986839	0.71717152	0.0592	0.61010395	0.163
WDR86	0.2627887	0.0592	0.39269769	0.0201
RCN3	-0.21727297	0.0592	-0.10970417	0.701
LOC100134868	0.47517459	0.0592	0.76610867	0.0113
KCNS1	-1.00129864	0.0592		
NAT1	-0.26140404	0.0593	-0.43837723	0.0379
RAB35	0.20770638	0.0593	0.35869296	0.0118
SENP3	0.20163202	0.0593	0.26765542	0.0749
VASP	0.34483036	0.0593	0.63544925	0.0221
FAM76B	-0.3384121	0.0593	-0.49236255	0.0163
MYH4	3.22334649	0.0593		
LINC02033	-0.6322203	0.0595	-0.50814276	0.207
FBXL4	-0.26420533	0.0598	-0.40442034	0.00135
LOC102723407	1.59787689	0.0598	1.96375483	0.0174
HTR2A	-0.49113961	0.0599	-0.95981414	0.00886
LOC105378187	-1.56007994	0.0599		
KLHL10	-0.53134101	0.06	-0.75764233	0.0213
NR5A2	-0.23599134	0.0601	-0.42523195	0.0149
IQCJ-SCHIP1	0.45267945	0.0601	0.61962307	0.0232
MDFIC	0.36165721	0.0606	0.44777514	0.0975
LOC101928953	-0.41404386	0.0606	-0.60405048	0.0456
LINC02768	-0.52806899	0.0607	-0.53900323	0.107
CMC2	-0.35916073	0.0607	-0.44014799	0.0267
TLCD4	-0.29463723	0.0609	-0.49810327	0.0252
MYH1	3.11349582	0.0609		
USP22	0.19445704	0.0609	0.28286917	0.0115
ARHGAP11B-DT	-0.28972425	0.0611	-0.40501404	0.0424
TNFRSF12A	1.1607622	0.0611	2.16852438	0.00263
SLC25A52	-0.60848307	0.0611	-0.77472596	0.0399
SNORD18C	0.78773574	0.0612		
ZNF791	-0.12468924	0.0612	-0.14911966	0.0499
GOLM1	0.60637818	0.0616	1.13783294	0.0183
GLIPR2	0.47555497	0.0616	1.0090798	0.0196
SRXN1	0.51324055	0.0616	1.00355879	0.00889
NOP14-AS1	-0.18107829	0.0617	-0.27799889	0.0402
LOC105379185	-1.21740943	0.0618		
LOC105375243	-0.37277083	0.062	-0.52942931	0.128
STIP1	0.31207473	0.062	0.47647339	0.021
BCL2L15	-0.67889028	0.0621	-0.59163787	0.184
COL3A1	0.5199297	0.0621	1.30984499	0.0134
LINC01094	0.87401692	0.0621	1.82205869	0.0124
SLC25A48	-0.84786354	0.0621	-1.17705524	0.0144
SLC39A7	0.30251469	0.0621	0.35955824	0.127
LOC105378120	-0.42867358	0.0621	-0.74992686	0.00948
LOC285889	-0.90225363	0.0621	-1.00366217	0.0762
LOXL4	0.90622792	0.0621	1.92192772	0.00127
RIC3	-0.51151963	0.0621	-0.41321829	0.122
LINC00939	-0.52265948	0.0621	-0.84966671	0.00741
MTMR10	-0.16198107	0.0621	-0.31253398	0.0107
SNX29P1	-0.40498217	0.0621	-0.59037104	0.062
C1QTNF1	0.35604596	0.0621	0.60167851	0.0236
LOC101929098	1.18420709	0.0621	0.67966588	0.429
PCMTD2	-0.19613507	0.0621	-0.2341666	0.0424
SOD1-DT	-0.69118602	0.0621	-0.78080172	0.0851
PSMD1	0.20205812	0.0624	0.27226447	0.0528
SLC19A2	-0.37498576	0.0624	-0.56969454	0.0096
DYNC2I1	-0.28244209	0.0624	-0.38829569	0.0109
TAGLN2	0.46766508	0.0625	0.76305203	0.0139
CPSF6	-0.18357636	0.0625	-0.23892815	0.0394
TREM1	0.8961434	0.0628	1.10365829	0.0844
RNY4	1.39737614	0.0628		
ZNF280D	-0.17603125	0.0628	-0.25494361	0.0301
CYP4F12	-0.49519638	0.0628	-0.87471992	0.00761
MAT1A	-0.4170461	0.0629	-0.58698348	0.0443
FCGR1A	0.95514393	0.0629	1.68307193	0.00922
ETF1	0.23181847	0.0629	0.3900087	0.0056
ACVR2B-AS1	-0.45582628	0.0632	-0.87574123	0.00326
LOC101929633	-0.51636054	0.0632	-0.67496953	0.0826
LHX6	1.0674685	0.0632	1.75881146	0.0142
SUN2	-0.35393229	0.0632	-0.46285896	0.0122
LOC105376103	2.85714979	0.0639		
SH3KBP1	0.27475168	0.0639	0.33749574	0.0478
MACO1	-0.21109894	0.0641	-0.33354434	0.0247
AGFG1	0.23285224	0.0641	0.31706921	0.0267
HNRNPAB	0.28802513	0.0641	0.45292443	0.00127
CENPW	0.66991087	0.0641	0.91725626	0.0249
RALGDS	0.25844799	0.0641	0.4268491	0.0683
TUBB4B	0.31363286	0.0641	0.43243584	0.0672
ZNF214	-0.46813086	0.0641	-0.65317778	0.00697
STX5	0.22265058	0.0641	0.35830173	0.013
TAX1BP3	0.4875089	0.0641	1.12787393	0.0241
IGLV1-40	1.42450254	0.0641	1.36394736	0.0272
LOC107985262	-0.3812007	0.0641	-0.47334266	0.0625
IMMT	0.20018959	0.0641	0.23662154	0.0643
PSMD2	0.22306705	0.0641	0.31882661	0.0256
FKBP9	0.20515793	0.0641	0.30647258	0.0824
LINC02413	-1.28413523	0.0641		
CLTC	0.18443946	0.0641	0.25440625	0.0376
LMNB2	0.28379072	0.0641	0.49329625	0.00844
HRH2	0.59823879	0.0642	0.94859335	0.0504
SATB2	0.42702016	0.0643	0.39835404	0.0673
KANSL1L-AS1	-0.21804412	0.0643	-0.23672416	0.158
CXCL8	1.3953863	0.0643	2.30492943	0.00486
KIAA0513	0.25435061	0.0643	0.42228302	0.0126
MTERF4	-0.20410756	0.0644	-0.35721096	0.0344
NME6	0.19232152	0.0644	0.25531774	0.0614
UBA6	0.2140829	0.0644	0.25958244	0.0823
HSPA4L	0.48719357	0.0644	0.73383575	0.0118
TPPP2	-0.54268443	0.0644	-0.86765246	0.00486
COX11	-0.17150458	0.0644	-0.29902611	0.0353
ZNF177	-0.41293324	0.0644	-0.50993292	0.0415
RTN1	0.54226365	0.0645	0.87206662	0.0267
ACTG1P25	-0.69173174	0.0647	-0.90002144	0.0251
RPL19P12	-0.37990972	0.0647	-0.23274835	0.404
PRKCA	-0.28352023	0.0651	-0.29227929	0.0828
GPT	-0.46519232	0.0652	-0.61616726	0.093
NAGS	-0.39349652	0.0652	-0.56973829	0.0665
OXT	1.30225932	0.0652	0.90670636	0.289
RAB3C	0.98000023	0.0652	1.29806144	0.0417
QSER1	-0.16831426	0.0652	-0.17724504	0.276
MAPRE1	0.22445953	0.0653	0.52923028	0.0202
FLAD1	0.2722739	0.0656	0.35681271	0.0419
ANKRD42-DT	-0.20421064	0.0656	-0.26527693	0.0535
FMR1	-0.19663724	0.0658	-0.31871941	0.0185
LINC01277	-0.67018507	0.0659	-1.04251554	0.0133
LOC105375258	1.43738518	0.0659	1.08652632	0.197
CYP2C19	-1.08091067	0.0659	-1.37008396	0.00426
XPNPEP1	0.16451348	0.0659	0.33074956	0.00507
NREP-AS1	2.72705288	0.0661		
ZBTB37	-0.17278618	0.0663	-0.29639915	4.84e-06
TFDP2	-0.19560387	0.0665	-0.31200189	0.0211
TMEM51-AS1	-0.40087803	0.0667	-0.44535733	0.0761
METTL27	-0.66749101	0.067	-0.67747922	0.101
XPA	-0.18944973	0.067	-0.29142527	0.033
SH3GLB1	0.1932826	0.0674	0.17353316	0.168
RASAL2	0.21322133	0.0674	0.31409917	0.163
LINC02018	-0.57943304	0.0674	-0.94468166	0.00889
HSPA4	0.22755391	0.0674	0.36072295	0.00873
LINC00963	0.28183321	0.0674	0.34654158	0.157
CHRDL2	1.16603666	0.0674	1.69701026	0.00482
CCL3	0.69076223	0.0674	0.94983234	0.0139
MAGI3	-0.23523024	0.0676	-0.37650491	0.0173
RFX5	0.34853757	0.0676	0.42412892	0.056
EPB41L4A-AS1	-0.34401214	0.0676	-0.29876343	0.205
REREP3	-0.87306743	0.0676	-1.5271699	0.00548
RBBP6	-0.12889246	0.0676	-0.16390643	0.0787
NACC1	0.27390163	0.0676	0.34426937	0.0941
CSF2RA	0.60163373	0.0676	1.26459341	0.0176
FBXL7	0.41084163	0.0677	0.3151366	0.248
GNE	-0.29848932	0.0677	-0.56420113	0.0192
LOC105371877	-1.20566433	0.0677	-2.57872387	9.83e-07
FMNL1	0.33410006	0.0679	0.70424183	0.0121
PCP2	-0.46822816	0.0679	-0.49348408	0.149
PSMD10	0.30258306	0.0679	0.4769197	0.0136
CNPY3	-0.39381355	0.0679	-0.41200662	0.0864
LOC101928906	-0.6238918	0.0679		
REN	-0.60786821	0.068	-1.04271675	0.0491
LOC105371312	0.38576761	0.0682	0.50644013	0.0672
ECM2	-0.27250763	0.0682	-0.39545681	0.0504
COL5A1	0.56432791	0.0682	0.66204218	0.0589
NIN	0.29679919	0.0682	0.42368259	0.0388
LOC105372049	-0.37559726	0.0682	-0.53225112	0.0331
AR	-0.30241038	0.0682	-0.41731871	0.117
FTSJ1	0.26895909	0.0682	0.4698964	0.015
ELMO2	0.22337665	0.0688	0.33637623	0.0316
HLX-AS1	-0.49348205	0.0691	-0.61007641	0.0336
TES	0.42689956	0.0692	0.92118268	0.00655
PDGFA	0.69792074	0.0692	1.22204541	0.0115
SHISAL2A	0.80233116	0.0702	1.16206624	0.0301
TMEM44-AS1	-0.40260985	0.0702	-0.4735779	0.0604
LOC107984532	2.93180701	0.0702		
NIPA2	0.1996544	0.0702	0.25035687	0.0279
ANKAR	-0.18840055	0.0712	-0.36408829	0.00204
CFL1	0.3238114	0.0712	0.57867292	0.0122
DNAJC6	0.74472275	0.0714	1.67617366	0.013
LOC107985227	-0.41675038	0.0714	-0.53901288	0.0461
TSPAN17	0.2487583	0.0714	0.34511461	0.0489
ANKRD18A	0.8233591	0.0714	1.03855389	0.036
ANGPTL2	0.47160638	0.0714	0.71999204	0.0416
LOC105378469	-0.54121028	0.0714	-0.54765466	0.447
ZNF69	-0.30327863	0.0714	-0.32005662	0.141
LOC100505715	-0.47523607	0.0714	-0.58949488	0.0412
MIR3646	-0.50675524	0.0714	-0.68878134	0.0361
ACTR2	0.2556751	0.0714	0.43292586	0.0373
ABCB11	-0.49442102	0.0714	-0.6230693	0.0215
AK9	-0.22162232	0.0714	-0.21518665	0.159
CALU	0.22292573	0.0714	0.39519508	0.0276
DNM1L	0.21391989	0.0714	0.25020574	0.0647
MRPS23	0.19950391	0.0714	0.26782294	0.0681
TLR7	0.6532182	0.0714	1.26514704	0.0251
PTPRS	-0.64387122	0.0715	-0.51084464	0.119
TMEM127	0.18647982	0.0716	0.23349514	0.0468
TMED8	-0.2134683	0.0716	-0.3560425	0.0126
CAPNS1	0.25256802	0.0717	0.40305356	0.0534
OLA1	0.23044952	0.0719	0.33223673	0.0224
AADAT	-0.37145476	0.0719	-0.64851722	0.054
HMGA1	0.48116194	0.0719	0.56736426	0.119
BCAT1	0.88957937	0.0721	1.383868	0.00886
GPR75-ASB3	-0.19968136	0.0722	-0.22788734	0.0831
PLXNC1	0.43190229	0.0722	0.73406401	0.00712
LOC101927745	1.38735784	0.0722	1.67125103	0.0345
ADCY10	-0.39077535	0.0722	-0.54442707	0.0443
LOC107984344	-0.42693969	0.0722	-0.39943451	0.174
LAT	0.40741397	0.0722	0.50056486	0.0619
PHF8	-0.36628161	0.0722	-0.39926337	0.0589
IGKV2-24	1.54496143	0.0723	1.46686886	0.0461
MSR1	0.63058268	0.0725	0.96748826	0.0118
MTFP1	0.49427202	0.0725	0.62030919	0.0453
PXDN	0.28563782	0.0727	0.37299838	0.123
TP53I3	0.71731007	0.0727	0.95543412	0.0341
CHST10	0.7979978	0.0727	0.83453388	0.0952
C3orf49	-0.33205014	0.0727	-0.31756153	0.218
LOC107983979	-0.32802845	0.0727	-0.60794763	0.0159
LOC105374938	-0.24788106	0.0727	-0.332897	0.108
LOC105378031	-0.77770208	0.0727	-1.27231791	0.0115
CLXN	-0.95473358	0.0727	-1.162854	0.0652
GRHPR	-0.29196526	0.0727	-0.4068714	0.0837
GRB2	0.15768522	0.0727	0.23014934	0.0491
GAREM1	-0.39499287	0.0727	-0.34760664	0.194
FAM9B	-1.29911662	0.0727	-2.09320633	0.0134
CTNS	0.27935989	0.0737	0.34990175	0.0668
ZFHX4	-0.27196571	0.0737	-0.43169209	0.0189
LENG8-AS1	-0.35789025	0.0745	-0.51010246	0.0325
LOC105375878	-0.68277028	0.0746	-0.72290437	0.169
JMJD1C	-0.22250798	0.0746	-0.35606672	0.0162
LOC105369919	-0.43136942	0.0746	-0.55174201	0.00709
HEATR5A	0.1827853	0.0746	0.2646127	0.0191
HPS1	0.21831564	0.0749	0.26644311	0.164
ARHGEF26	-0.42331906	0.075	-0.4377851	0.139
LOC101927414	1.27861493	0.075		
STARD3NL	0.25688644	0.075	0.4929888	0.0235
SUGCT	-0.21690365	0.075	-0.37427308	0.113
LOC101929128	-0.74698618	0.075	-0.52150707	0.385
ITGA8	-0.99799645	0.075	-0.62332382	0.456
ATP6V0A2	0.18468237	0.075	0.26034597	0.00486
R3HDM4	0.27061519	0.075	0.41189783	0.0273
ZNF470	-0.33693795	0.075	-0.33447534	0.113
MORC4	0.28218543	0.0751	0.39487804	0.0347
STK10	0.27151292	0.0753	0.54007338	0.0107
LOC105374260	-0.29515653	0.0756	-0.49868486	0.0765
SENP3-EIF4A1	0.25980924	0.0756	0.4477291	0.0209
KAT7	-0.17229501	0.0756	-0.22190262	0.023
LOC107987302	1.37112598	0.0756	2.06548469	0.000609
MAOA	-0.30486445	0.0756	-0.47575028	0.0226
CCZ1	0.22459584	0.0757	0.33856413	0.00915
RTN3	0.20028668	0.0757	0.15469477	0.245
ATOSA	-0.21418516	0.0757	-0.31742906	0.0565
SNX29P2	-0.42150814	0.0757	-0.72918098	0.0558
TIAM1	-0.33391153	0.0757	-0.47975192	0.0189
VPS45	0.14554143	0.0757	0.20638262	0.0488
ARHGEF38	-0.53898257	0.0757	-0.04760354	0.95
ARMH3	0.10975604	0.0757	0.15702049	0.0848
MIR22HG	0.35873347	0.0757	0.62706559	0.00626
MEIOC	-0.40082217	0.0757	-0.49600476	0.0265
PGK1	0.21482148	0.0757	0.30636065	0.0305
IGHV4-55	1.31878109	0.0761	1.7476557	0.0184
ILF2	0.23203791	0.0764	0.37085214	0.0198
ARHGAP31	0.21590244	0.0764	0.33579135	0.0864
LOC102724908	1.51470806	0.0767		
TOP1P1	-0.37867315	0.0769	-0.56355835	0.0443
SPTY2D1	0.1551035	0.0769	0.22020774	0.0164
CCDC70	-0.6655549	0.0769	-0.91187151	0.0652
HELQ	-0.14312666	0.0771	-0.16121925	0.183
A2MP1	1.11794466	0.0771	1.05575198	0.056
SCUBE1	1.6937366	0.0771	0.54880845	0.474
LOC107984656	-0.454542	0.0772	-0.39564561	0.193
HMGB3	0.43048974	0.0775	0.52647887	0.0542
STON2	0.37349965	0.0782	0.42751166	0.0543
LOC105372892	-0.96028495	0.0789	-1.5194856	0.0228
TRAPPC13	0.208456	0.079	0.28220039	0.0219
CACNA2D3	1.34375429	0.079		
RAB33B-AS1	-0.2505906	0.079	-0.4478404	0.000715
ACTR10	0.22493138	0.079	0.30855461	0.0492
PGAM1	0.27951494	0.0791	0.39971464	0.0672
ATL3	0.24986615	0.0795	0.33578667	0.0256
IFI30	0.59073234	0.0796	0.87445289	0.00663
YTHDF2	0.14407782	0.0797	0.26959886	0.00912
COBLL1	-0.25642102	0.0797	-0.38278158	0.195
CYRIB	0.24903673	0.0797	0.43349001	0.0549
AMY1B	-0.48777443	0.0797	-0.63933038	0.0904
LOC112267985	-0.30697196	0.0799	-0.41740162	0.0341
LOC105370884	-0.45935318	0.0799	-0.6509505	0.0132
COL1A1	0.7853831	0.08	0.96920255	0.0287
NFATC1	0.50792887	0.08	0.552258	0.12
SLC35A3	-0.21808798	0.0802	-0.33348889	0.0503
SCN3A	-0.59221228	0.0802	-0.81694267	0.0607
PDCL3P4	-0.35625825	0.0802	-0.45087207	0.0886
DCANP1	1.01002893	0.0802		
PHACTR1	0.24555448	0.0802	0.54045394	0.0491
TRAPPC14	0.30655396	0.0802	0.43730018	0.0341
CPED1	-0.19752489	0.0802	-0.45285838	0.00393
ZNF746	0.20663757	0.0802	0.35353362	0.0197
AP3M1	0.1371746	0.0802	0.1859755	0.0702
L1CAM	-1.51623009	0.0802		
LOC101929309	-1.17971014	0.0802	-0.20917089	0.733
TMEM19	0.37923916	0.0803	0.29339432	0.152
DIAPH2	-0.17650875	0.0803	-0.26983613	0.0473
LOC105373311	1.41517477	0.0803	1.0765387	0.0828
FBXO2	0.67380603	0.0804	0.61692459	0.146
ZNF326	-0.20347079	0.0804	-0.37305386	0.0127
LOC112268426	0.75803254	0.0804	1.74005399	0.0041
TBC1D7	0.29346851	0.0804	0.41860319	0.0196
LOC105375153	-0.39084343	0.0804	-0.65956364	0.0807
TDRP	-0.23827851	0.0804	-0.26802583	0.205
RBM26-AS1	-0.37878877	0.0804	-0.57366876	0.0388
AAGAB	0.22518088	0.0804	0.30528461	0.0607
SLC38A7	0.33688834	0.0804	0.31996444	0.13
TVP23C-CDRT4	-0.24298132	0.0805	-0.27090554	0.091
ERCC6L	-0.36170922	0.0805	-0.36754324	0.0765
PSMD14	0.29999981	0.0812	0.43164788	0.0193
LINC01239	-0.34507239	0.0814	-0.60684377	0.0136
NAA15	0.154362	0.0815	0.20543056	0.145
NRAS	0.18389908	0.0817	0.25162529	0.126
LOC105378593	-0.51824229	0.0817	-0.88100045	0.00583
ANAPC1P2	-0.23772322	0.0817	-0.45238946	0.00556
ANKRD17-DT	-0.27420718	0.0817	-0.50009074	0.0491
RASEF	0.93540414	0.0817	1.69206737	0.00614
TUBGCP3	-0.18178359	0.0817	-0.27691592	0.0211
AIG1	-0.16520011	0.0818	-0.28931225	0.0892
GSKIP	0.35350174	0.0819	0.63401904	0.00495
SERTAD1	0.39779158	0.0819	0.76015618	0.00556
ERLNC1	-0.40767049	0.082	-0.6575544	0.143
SYT7	0.69185253	0.082	0.50766331	0.365
LOC100506124	-0.36227531	0.0821	-0.54301187	0.0201
ATP6AP1L	-0.32620447	0.0821	-0.31143514	0.183
EPM2A-DT	-0.19077782	0.0821	-0.23745901	0.14
RASSF4	0.37288705	0.0821	0.48186917	0.0445
COL4A2	0.39840266	0.0822	0.68411061	0.0631
NHLRC2	-0.1671031	0.0823	-0.26641933	0.00757
EIF4E3	0.35655641	0.0823	0.33943153	0.0735
ZNF324B	-0.2922246	0.0823	-0.36120508	0.0962
TANK	-0.16676125	0.0823	-0.19844186	0.0882
LOC107985977	-0.30209063	0.0823	-0.54614748	0.0221
LOC105375242	-0.36947893	0.0823	-0.50156919	0.14
RIPK2	0.28563393	0.0823	0.51575157	0.0258
LOC101929767	-0.42122562	0.0823	-0.55493217	0.0601
SLC6A16	-0.45562823	0.0823	-0.66671907	0.0115
OLR1	1.28047411	0.0826	2.49216291	0.00501
RNASE13	-0.66864207	0.0826	-1.01346028	0.0096
HSPA2	0.96039916	0.0826	1.31752038	0.0345
CCL2	0.65618829	0.0826	1.56154365	0.0138
ARHGDIA	0.22680037	0.0826	0.26290358	0.194
BEND3	0.46396852	0.0829	0.71100389	0.0186
STARD13-AS	-0.31349903	0.0829	-0.40085115	0.0221
ING5	-0.22182325	0.083	-0.30861253	0.0539
FOCAD	0.20220908	0.083	0.36159377	0.0291
GORASP2	0.20607383	0.0831	0.29712057	0.0417
LINC00885	0.74265108	0.0831	0.4444121	0.444
NUDT13	-0.32709365	0.0831	-0.37946369	0.0256
EEF1A2	2.4790111	0.0831	3.32296045	0.0227
LOC101928415	-0.27322867	0.0831	-0.39861111	0.0417
RBM41	-0.14475564	0.0831	-0.17893275	0.2
HTR2A-AS1	-0.53090689	0.0842	-0.96513344	0.013
CYTOR	0.6471836	0.0843	1.71147743	0.0105
CD48	0.5504996	0.0843	1.04321072	0.0121
CCT3	0.20539809	0.085	0.36194627	0.0462
DIO3OS	-1.28751057	0.085	-2.00896833	0.000597
GID8	-0.15945034	0.085	-0.24181109	0.0594
RECQL4	0.31621138	0.0851	0.32725224	0.139
ELAPOR1	-0.85997726	0.0851	0.35875166	0.441
EIF4A1	0.26710193	0.0851	0.4682331	0.0217
RABL2A	-0.24856821	0.0856	-0.28997338	0.0589
MREG	-0.28743128	0.0856	-0.64214887	0.019
VCAN	0.64596647	0.0856	1.49349654	0.0186
LGSN	-0.37128781	0.0856	-0.6216303	0.0134
TRHDE	0.90579907	0.0856	0.2523416	0.807
TP53	0.23074689	0.0856	0.36978134	0.0842
LOC107987398	-0.45166301	0.0856	-0.55350217	0.106
LOC105374465	-1.02474912	0.0858	-1.30686124	0.0613
SH2D6	-0.89821523	0.0858	-0.88998245	0.159
RNPS1	0.18259963	0.0859	0.23116124	0.112
CEMIP	-0.38721071	0.0859	-0.05018591	0.935
ASB3	-0.17657023	0.0859	-0.20055763	0.0993
CD109	0.78359131	0.0859	1.05587389	0.0227
RAC1	0.15460595	0.0859	0.30178885	0.0181
LOC107987120	-1.25626475	0.0859	-2.15925046	0.00688
CBS	-0.32590317	0.0859	-0.51063704	0.0591
SPON2	0.51413398	0.0863	0.74065467	0.0115
ABCG2	-0.51568427	0.0863	-0.67973559	0.0286
LOC107986589	0.60696287	0.0863	0.97314249	0.0113
ARL4A	0.40343994	0.0864	0.62321384	0.00583
STMN2	1.96685707	0.0864	2.2836852	0.0619
ATF7IP2	-0.37445864	0.0864	-0.56303676	0.0244
FAM201A	0.9544171	0.0864	1.16913985	0.0507
LOC107986298	-0.30430327	0.0865	-0.43377926	0.0942
MBNL3	-0.2666898	0.0865	-0.39802511	0.0478
S100A10	0.55164878	0.0865	0.76928437	0.046
LOC105378012	-0.8135958	0.0865	-1.21233153	0.0309
LOC105375490	-0.41308246	0.0865	-0.66026662	0.0987
PAXBP1-AS1	-0.22061949	0.0868	-0.21548578	0.117
OSCAR	0.71574342	0.0869	0.9404916	0.0361
GNB1	0.14365149	0.0869	0.29104262	0.0384
PEA15	0.28896603	0.0869	0.6682396	0.0379
CAPG	0.84482494	0.0869	1.39442067	0.0236
RGPD3	-0.31732388	0.0869	-0.49621827	0.0265
SENP2	-0.11786715	0.0869	-0.17186834	0.206
GTPBP10	-0.19760685	0.0869	-0.23045742	0.0671
LINC02749	1.62594014	0.0869	0.75433022	0.469
CREBZF	-0.19404796	0.0869	-0.37065435	0.00522
FBXO21	-0.28490602	0.0869	-0.24762408	0.0948
SLC6A4	-0.47453266	0.0869	-0.89034513	0.0369
SLC9A6	0.21413729	0.0869	0.22187151	0.137
CMAS	0.35166101	0.0871	0.26223674	0.176
SCN8A	-0.35141641	0.0871	-0.50873435	0.0333
NET1	-0.19172316	0.0873	-0.3350014	0.106
LOC105376333	-0.48889211	0.0874	-0.7132593	0.0568
ZNF551	-0.25229951	0.0874	-0.37048435	0.0121
TNFRSF1B	0.26820668	0.0882	0.49721906	0.0117
AKR7A2P1	-0.49756245	0.0882	-0.1635789	0.709
ROBO1	0.46995777	0.0882	0.92571726	0.00805
LUCAT1	1.10337315	0.0882	1.81711333	0.0237
SCIN	1.10189266	0.0882		
GARS1	0.28346847	0.0882	0.39785894	0.0174
HSPA8	0.316538	0.0882	0.54582686	0.0103
C3AR1	0.56983342	0.0882	0.89327315	0.0302
AHCY	-0.30407456	0.0882	-0.32045607	0.0678
YWHAB	0.18644094	0.0882	0.38027655	0.0227
KYNU	-0.28054785	0.0882	-0.36963691	0.0256
FAM185A	-0.14237756	0.0882	-0.26017467	0.024
DEFB131B	-0.44075457	0.0883	-0.4122306	0.216
RHCE	0.25877702	0.0886	0.40218242	0.0553
GPX7	0.64174596	0.0886	1.13232924	0.0262
CCSAP	-0.17402205	0.0886	-0.14916943	0.295
ARL4C	0.33176546	0.0886	0.93884299	0.0184
DAXX	0.23575059	0.0886	0.36512719	0.0319
LOC107986838	0.53353091	0.0886	0.40208502	0.237
ZNF251	-0.18063629	0.0886	-0.22853637	0.0394
MPDZ	-0.21318072	0.0886	-0.40844224	0.0181
KLF9	-0.4475132	0.0886	-0.47838697	0.0984
E2F4	0.16710013	0.0886	0.21263587	0.107
LOC105371529	-0.54711566	0.0886	-0.66874148	0.164
GATAD2A	0.21667225	0.0886	0.27912717	0.044
LOC102724584	1.04790134	0.0886	1.25857255	0.00486
VPS33A	0.15583472	0.0888	0.24896417	0.0202
DENR	0.15080004	0.0888	0.23162636	0.0486
ADAMDEC1	1.73582986	0.0889		
ANKRD26	-0.25494333	0.0889	-0.34746895	0.0817
HAUS4	-0.37585115	0.0889	-0.40844077	0.101
LOC107985658	-0.45684695	0.0889	-0.85775475	0.0015
ALDH7A1	-0.2273012	0.0891	-0.30886583	0.261
HACD4	0.26647838	0.0891	0.55620194	0.0456
CAMK1D	0.40340149	0.0897	0.25520488	0.282
LSMEM2	0.36568531	0.0898	0.26080435	0.268
IL12RB2	-0.30216751	0.0898	-0.48254735	0.0259
DPYD	-0.24038393	0.0898	-0.40912562	0.0314
SLC16A4	-0.43442385	0.0898	-0.5444516	0.0357
BNIPL	-0.42819417	0.0898	-0.58261922	0.0379
TCF7L1-IT1	-0.51332988	0.0898	-0.72383668	0.0373
LOC107985978	-1.29320922	0.0898		
MANF	0.69561581	0.0898	1.10890644	0.00135
SLC22A11	1.39168313	0.0898	1.54705647	0.0529
CDC23	0.13871849	0.09	0.18575303	0.0505
ABCC4	0.64805951	0.09	0.87737242	0.0235
TOMM40	0.26968912	0.09	0.36358719	0.0555
TRIM31	1.65129604	0.0909	2.36196709	0.00888
LOC107985869	-0.9399301	0.0911	-1.07583803	0.0508
PCBP1-AS1	-0.20234575	0.0911	-0.34160906	0.063
F2R	0.28621981	0.0911	0.5828245	0.101
TMEM161B-DT	-0.35347218	0.0911	-0.59850602	0.0115
FBXO38	-0.19506822	0.0911	-0.31654188	0.00393
HEY2	-0.32641552	0.0911	-0.54133958	0.0079
TAGAP	0.3485725	0.0911	0.756154	0.0141
LOC107984220	-0.42081104	0.0911	-0.65947383	0.0741
OGA	-0.16918255	0.0911	-0.21186663	0.0359
PCDH9	0.75327837	0.0911	0.37092596	0.323
COTL1	0.3686105	0.0911	0.65326068	0.0178
SASH3	0.40457182	0.0911	0.72273536	0.0239
