Symbol	NAS 1	NAFLD_Stage_1_pvalue	NAS 2	NAFLD_Stage_2_pvalue	NAS 3	NAFLD_Stage_3_pvalue	NAS 4	NAFLD_Stage_4_pvalue	NAS 5	NAFLD_Stage_5_pvalue	NAS 6	NAFLD_Stage_6_pvalue
MTA3	-0.4451538	0.0432	-0.463972	0.0365	-0.4742894	0.0259	-0.5506588	0.00328	-0.6598612	3.14e-07	-0.7847056	0.0016
EIF2AK3	0.5661611	0.0432	0.1723241	0.49	0.2769767	0.222	0.3976146	0.0407	0.5449871	0.026	0.5373427	0.0108
DCUN1D4	-0.2678418	0.0432	-0.3265406	0.0313	-0.3843915	0.0158	-0.38995965	0.0248	-0.3907594	1.6e-09	-0.4009918	0.0651
CNGA1	-0.666959	0.0434	-0.5099695	0.125	-0.6603833	0.0574	-0.84960593	0.0126	-0.7239161	0.0369	-0.783156	0.0796
C10orf126	-2.205486	0.0468	-2.0101284	0.0196	-1.6808056	0.0576	-2.50929554	0.0186	-2.4665641	0.00105	-2.0496356	0.0444
HYOU1	0.7175872	0.0468	0.4008924	0.325	0.6666802	0.0778	0.6938444	0.0209	0.7102939	0.0169	0.5812382	0.127
LINC00963	0.5525536	0.0478	0.6049929	0.00334	0.5288045	3.6e-06	0.73001975	0.000604	0.7032321	6.32e-06	0.688822	0.0505
ALDH6A1	-0.4472123	0.0481	-0.5839453	0.00415	-0.559286	0.0504	-0.83382544	0.00128	-0.8959781	2.15e-08	-1.1817054	0.00201
LOC105371632	-1.2147462	0.0492	-0.6759712	0.119	-0.5812785	0.442	-1.11785516	0.0186	-0.9358571	0.0265	-0.999683	0.122
PDE11A	1.3315151	0.0492	1.3567215	0.0125	1.2121501	0.0485	1.80502443	0.000675	1.6416087	8.27e-05	1.1649464	0.0529
SLC25A27	-0.6161575	0.0492	-0.6014494	0.0202	-0.6617378	0.00247	-0.66236973	0.00253	-0.8228741	4.26e-05	-0.8891003	0.00798
LPAL2	-0.4905928	0.0492	-0.6737687	0.0115	-0.5961646	0.00302	-0.62595876	0.00312	-0.8987401	6.28e-06	-1.0484774	0.0619
BAAT	-0.5798946	0.0492	-0.4217693	0.109	-0.5329551	0.122	-0.61591588	0.0583	-0.5349853	0.0152	-0.6087647	0.172
DOK5	2.8452806	0.0492	0.9496984	0.472	1.0492996	0.448	1.3567285	0.234	2.05227	0.0819	2.2503576	0.116
TUFT1	0.8068273	0.0492	0.5131309	0.142	0.5095744	0.0483	0.53312342	0.0586	0.3083929	0.251	0.5593542	0.15
ADHFE1	-0.3181882	0.0501	-0.3064401	0.083	-0.3424296	0.124	-0.46313477	0.0284	-0.6924861	7.88e-08	-0.7954002	0.0047
PON2	0.4470799	0.0504	0.3107557	0.242	0.4472908	0.0304	0.38886415	0.0431	0.5371761	0.000313	0.6197091	0.0499
MANF	0.8514103	0.0511	0.3173552	0.49	0.6289504	0.154	1.07057652	0.0145	1.5000017	0.000829	1.4879286	1.97e-09
CYCS	0.5217791	0.0511	0.5262011	0.0617	0.6314396	0.0327	0.8058663	0.01	1.0385289	3.5e-09	0.9235539	4.03e-05
LOC112268145	-0.7553715	0.0515	-0.1392218	0.773	-0.223522	0.624	-0.41177114	0.332	-0.4825753	0.277	-1.172974	0.0277
SNORA79B	-0.6861557	0.0516	-0.5870871	0.0492	-0.5226906	0.117	-0.49915674	0.0822	-0.297675	0.643	-0.4836567	0.232
RAB6A	0.4584609	0.0525	0.140742	0.685	0.1778988	0.385	0.34499074	0.0355	0.4932265	0.00109	0.6181628	0.00219
SEMA6C	-0.7589135	0.054	-0.2955277	0.714	-0.8219984	0.00848	-1.15482237	4.43e-05	-1.263582	3.41e-07	-1.3105552	1.02e-07
RBMS1	-0.445977	0.054	-0.3890423	0.000232	-0.4915685	0.0836	-0.70027647	0.000576	-0.6826879	2.23e-08	-0.5997962	0.131
LOC105372539	1.3648609	0.054	0.9675022	0.167	1.2076642	0.025	1.47014637	7.91e-05	0.8642312	0.0154	0.7773079	0.376
OXER1	-0.8300115	0.0555	-0.664141	0.118	-0.6056157	0.127	-0.71803075	0.146	-0.7945666	0.00432	-0.8618474	0.172
NPIPA2	-0.3586458	0.0555	-0.4017639	0.0149	-0.3597768	0.0225	-0.31530024	0.164	-0.5114054	1.81e-05	-0.4275852	0.117
LOC105372049	-0.3781483	0.0555	-0.4415771	0.135	-0.5059318	0.0965	-0.60147045	0.039	-0.6575164	0.00285	-0.753673	0.0216
MBNL3	-0.4248182	0.0564	-0.4147109	0.0308	-0.4461782	0.0492	-0.50042489	0.0748	-0.5979219	3.25e-09	-0.5355664	0.0235
PPP1CC	-0.2798642	0.0567	-0.129057	0.414	-0.1168982	0.39	-0.26070892	0.176	-0.1088256	0.402	-0.1200916	0.665
LOC105374118	-0.6810546	0.057	-0.8800049	2.71e-05	-0.8041571	0.036	-1.01898113	7.34e-06	-1.0813827	0.00126	-1.1908745	0.0456
UBR4	-0.3835915	0.0574	-0.3718938	0.000426	-0.3496551	0.0313	-0.4308244	0.000619	-0.6110058	0.000796	-0.5469106	0.0012
LYN	0.3380574	0.0574	0.3664171	0.0364	0.3024993	0.146	0.38057141	0.0484	0.5201387	3.96e-05	0.687318	0.0195
PDE4DIPP2	-0.5928946	0.0575	-0.5755362	0.000855	-0.4741533	0.0172	-0.67625674	0.000129	-0.6797335	0.00445	-0.906119	0.0146
PRKCE	1.6380398	0.0581	1.7860985	0.000244	1.8750562	0.00127	1.9216163	2.17e-06	2.1577468	6.81e-08	2.0235633	5.83e-06
PLPP5	0.2881121	0.0583	0.0641093	0.779	0.1596449	0.442	0.16594407	0.29	0.2495456	0.0782	0.1575216	0.444
ORC2	-0.3430552	0.0591	-0.3388644	0.189	-0.3236469	0.171	-0.40155236	0.0702	-0.4493276	0.0029	-0.544571	0.00813
CHPF	0.3923064	0.0593	0.1141751	0.859	0.114151	0.768	0.40019796	0.235	0.2893752	0.248	0.3908838	0.103
PDIA3	0.365634	0.0595	0.2127804	0.314	0.3474064	0.131	0.2945391	0.0616	0.3728051	3.05e-05	0.3371228	0.066
CREB3	0.3906289	0.06	0.4915126	0.00112	0.5180261	4.68e-05	0.57190163	0.000339	0.7218979	9.08e-05	0.7268904	0.0025
ARHGEF16	1.0503919	0.0602	0.8026161	0.0759	0.7702666	0.051	1.18377046	0.000587	1.1897362	0.000192	1.4258435	1.02e-05
EML2	0.7852259	0.0605	0.8182934	0.000359	0.9381991	9.78e-06	0.88710074	1.9e-05	0.8005903	3.53e-05	1.0020183	4.44e-06
ACLY	1.114798	0.0617	0.7327155	0.0401	0.8277741	0.00979	2.05711943	0.0187	1.2389741	0.0108	1.3797106	0.000498
FANCL	-0.2492849	0.0621	-0.2821894	0.0467	-0.3267942	0.0121	-0.34640242	0.051	-0.2751081	0.0696	-0.3624765	0.0363
GSTO2	-0.877898	0.0622	-0.9726516	0.00219	-0.8772895	0.012	-0.74652733	0.0235	-0.5667169	0.199	-0.6303543	0.0993
HK3	0.8153236	0.0623	0.8237042	0.0233	0.7794121	0.00924	0.62941272	0.0423	0.8243918	0.00025	0.3970057	0.146
MLLT1	0.4580894	0.0627	0.3872102	0.0304	0.3440782	0.0485	0.42607367	0.0497	0.2265735	0.119	0.2506371	0.206
JMJD1C	-0.2798385	0.0631	-0.3088738	0.034	-0.3638241	0.00305	-0.36422664	0.0694	-0.4773138	0.00215	-0.5404617	0.00239
XRCC5	-0.4598773	0.0637	-0.2359916	0.399	-0.1795404	0.332	-0.29765475	0.195	-0.3158411	0.0272	-0.4893409	0.0398
LOC105375724	1.173922	0.0637	0.4107339	0.278	0.55466	0.2	0.52222139	0.348	0.4339633	0.167	0.2752114	0.635
DCXR-DT	-0.9651427	0.0637	-0.7482618	0.124	-0.9075228	0.0144	-1.26136503	0.00598	-0.8574859	0.0248	-1.2034607	0.143
SAMD12	1.1307766	0.0638	0.3363527	0.453	0.5518843	0.286	0.62820159	0.206	0.6705097	0.0395	0.5994618	0.126
RBBP7	0.2527842	0.0638	0.1956865	0.0703	0.2639204	0.00793	0.23697948	0.047	0.3541367	0.00113	0.3373043	0.0482
TMEM127	0.2487716	0.0647	0.2871507	0.0949	0.2596385	0.0135	0.35458286	0.00107	0.2956205	0.00459	0.5021922	0.00634
LOC105374520	-2.3262575	0.0659	-0.8151498	0.591	-1.7127457	0.392	-1.91483803	0.0759	-2.0281628	0.0504	-2.6167503	0.00814
ATL3	0.4181389	0.0662	0.3197882	0.0813	0.4033105	0.0267	0.50124222	0.00151	0.6198647	9.65e-07	0.6307593	5.33e-05
ST3GAL1	-0.5522616	0.0685	-0.6828759	0.00219	-0.5124082	0.0712	-0.87607323	0.00163	-0.9986488	0.000123	-1.0628546	0.000347
LYNX1	0.5709652	0.0685	0.2524329	0.559	0.2661816	0.597	0.2627497	0.571	0.1611578	0.746	0.1572355	0.812
CCSER1	0.5458456	0.0688	0.2123527	0.493	0.0755791	0.9	0.22240365	0.585	0.1519752	0.591	-0.0739183	0.882
RANGAP1	0.470953	0.0689	0.428595	0.0296	0.5274206	0.00799	0.60098758	0.00633	0.471386	0.00667	0.5001891	0.0522
ATF3	0.9830843	0.0696	1.0132421	0.081	1.0652421	0.00615	1.13651646	0.0027	1.6959278	9.09e-05	2.0004031	2.33e-08
COQ10B	0.3389245	0.0696	0.3376716	0.0507	0.3810527	0.0896	0.5145759	0.0158	0.7704558	9.41e-09	0.688514	0.00026
TNFSF10	-0.38971	0.0696	-0.1004656	0.743	-0.2991703	0.38	-0.37850003	0.0652	-0.2981497	0.129	-0.497402	0.231
BHMT	-1.0424599	0.0699	-0.7686546	0.0103	-0.6410979	0.0842	-0.86348576	0.038	-0.8315443	0.000136	-0.6445805	0.396
PRPF19-DT	-0.9477641	0.07	-0.7661772	0.0984	-0.870928	0.012	-0.85286778	0.0115	-0.7539089	0.0276	-1.1594577	0.00131
TNFRSF12A	2.0700304	0.07	1.1553242	0.111	1.4821243	0.0645	2.44501925	0.000214	2.5388468	1.22e-06	3.7596995	2.21e-07
HOGA1	-0.6379472	0.071	-0.5142926	0.2	-0.4380457	0.21	-0.76788472	0.00658	-0.6854879	8.69e-05	-0.8184179	0.0745
LINC02693	-1.1098445	0.0713	-0.5708403	0.372	-0.601442	0.217	-0.46237073	0.261	-0.6214371	0.0648	-0.661849	0.0901
PLXNA1	0.5238629	0.0713	0.4168233	0.0352	0.4115876	0.0911	0.6195073	0.021	0.505115	0.0161	0.8239007	0.00252
IP6K3	4.4819743	0.0717	5.1302178	5.66e-13	4.6264245	1.01e-13	5.29928188	1.2e-10	4.6900298	4.29e-14	4.938606	1.72e-12
CALML4	-0.3819638	0.0732	-0.3521005	0.00937	-0.2520944	0.0917	-0.36506326	0.0992	-0.297366	0.109	-0.3562746	0.0145
SLC10A5	-0.4850249	0.0744	-0.5122081	0.0196	-0.6517124	0.00702	-0.66440547	0.00242	-0.566623	0.000267	-0.777708	0.0218
ELOVL1	0.5392149	0.0757	0.5060348	0.013	0.5480663	0.0118	0.74619181	0.00383	0.7991253	1.08e-05	0.8565664	0.00284
LINC00607	2.669261	0.0757	2.8799585	0.00818	2.3476566	0.0137	3.21146033	0.0123	2.4386876	0.000691	2.8287511	0.0573
ATP23	-0.863687	0.0757	-0.3685345	0.292	-0.4636037	0.0861	-0.39283616	0.0844	-0.241944	0.213	-0.3573534	0.496
ZNF808	-0.417971	0.0757	-0.5282324	0.000446	-0.449621	0.00357	-0.46925946	0.00701	-0.4819739	0.00771	-0.6025916	0.00096
SUCO	0.3489964	0.0763	0.3074673	0.0492	0.2936229	0.183	0.38513848	0.0103	0.6065049	0.000181	0.7085179	0.0138
BLTP2	0.2210157	0.0763	0.1809479	0.136	0.2506021	0.00102	0.23498415	0.0165	0.1176071	0.56	0.1528795	0.0955
PTPRD	-0.4533407	0.0766	-0.163237	0.416	-0.2912895	0.378	-0.69470408	0.167	-0.7873508	0.00282	-0.7081196	1.46e-05
ANKRD26	-0.3909402	0.0766	-0.2674524	0.103	-0.4132582	0.00387	-0.47169977	0.0236	-0.5625154	0.0011	-0.6286191	0.0156
LOC105369315	1.2334824	0.0766	0.9936714	0.0171	0.7381195	0.054	0.90770261	0.0346	0.9296488	0.00153	0.9137833	0.0572
PDIA6	0.4833561	0.0779	0.3430478	0.0798	0.4263752	0.125	0.39837694	0.0586	0.4381554	0.00332	0.2809588	0.192
LOC100506730	-0.4726894	0.0791	-0.3708229	0.427	-0.4715241	0.179	-0.63472127	0.00311	-0.8749437	0.00185	-0.8224168	0.00192
LOC105370997	-0.6406945	0.0791	-0.8017736	0.00034	-0.6717565	0.00369	-0.85473524	0.0013	-0.7122232	0.00149	-0.7544777	0.0219
SYNGR2	0.3786578	0.0791	0.5178075	0.0287	0.5046944	0.00633	0.4958909	0.00947	0.6709525	0.00174	0.8141231	0.00167
MYO1C	0.3809311	0.0792	0.3589913	0.0546	0.3674813	0.000394	0.54526473	0.00942	0.4544863	2.85e-05	0.5572902	1.12e-05
MIRLET7BHG	0.4387348	0.0794	0.4226774	0.0316	0.3322446	0.107	0.55061363	0.0515	0.3166549	0.225	0.2189434	0.524
LOC105372107	-0.7499496	0.0799	-0.9257304	0.00501	-0.9004625	0.0072	-0.85483814	0.0012	-0.9765333	2.15e-05	-0.8059277	0.0301
PDE8A	-0.289234	0.0802	-0.2622578	0.157	-0.2912511	0.0429	-0.29474634	0.0216	-0.347216	1.41e-05	-0.2988	0.127
LOC107985057	1.0627432	0.0821	0.773908	0.0829	0.4520029	0.366	0.63699803	0.293	0.3479701	0.472	0.4790228	0.434
EPB41L4A-AS1	-0.5429835	0.0821	-0.6470485	0.0131	-0.5605157	0.017	-0.76859831	5.67e-05	-0.6556856	0.000665	-0.6334244	0.017
TAAR3P	-1.2642302	0.0821	-1.0295329	0.135	-1.1519667	0.0655	-1.29902416	0.0692	-1.1600741	0.0938	-1.2130916	0.0502
MTMR10	-0.2871016	0.0821	-0.2666393	0.0478	-0.3003891	0.0073	-0.32265683	0.0188	-0.337476	0.000554	-0.4439329	0.0108
ACACA	0.6912815	0.0826	0.2239293	0.732	0.3730438	0.287	0.77110734	0.0771	0.2990471	0.409	0.4015921	0.373
SHPRH	-0.2335396	0.0828	-0.2052947	0.016	-0.1988815	0.0257	-0.2713598	0.0629	-0.3552726	0.00619	-0.4453058	0.09
TRIM21	0.3603519	0.0828	0.3677216	0.00576	0.4585191	0.0096	0.54305106	0.05	0.556434	0.00114	0.55028	0.0132
ELOA3P	-1.1504029	0.0833	-1.0235606	0.0118	-0.810992	0.0457	-0.81556761	0.0122	-1.0012685	0.00898	-1.3126976	0.022
MAMLD1	-0.458368	0.0839	-0.3559671	0.284	-0.2960677	0.518	-0.49397091	0.215	-0.5953091	0.0829	-0.6429839	0.00871
UBA6	0.373573	0.0841	0.3925283	0.00282	0.3983362	0.00949	0.38987396	0.0236	0.5370919	4.35e-08	0.4855197	0.000262
ACTG1P25	-0.8477811	0.0842	-0.9766393	0.0455	-1.0692546	0.0314	-1.48073593	0.000421	-1.1100596	0.00918	-1.0808772	0.0254
MPDZ	-0.364683	0.0842	-0.2426283	0.216	-0.3029074	0.131	-0.36393556	0.00261	-0.4554771	0.00178	-0.5559613	0.0116
LOC107985524	-0.7130432	0.0853	-0.7043061	0.107	-0.6539545	0.145	-1.03391382	8.8e-05	-0.9005905	0.000739	-1.3366605	3.82e-05
IBTK	0.2622677	0.0853	0.1131777	0.417	0.1490981	0.359	0.15856465	0.418	0.2145237	0.166	0.1417132	0.583
EPHB6	0.8832344	0.0853	1.1842852	0.0338	1.1899397	0.00446	0.90214295	0.0162	1.1869148	9.81e-08	1.2417892	0.00813
ACTR1A	0.3784514	0.0853	0.4022803	0.038	0.4506398	0.00739	0.54707433	0.00173	0.5525307	1.74e-07	0.631598	0.000676
MYO1E	0.4173645	0.0853	0.2442058	0.304	0.3679453	0.0389	0.2666115	0.142	0.3444	0.0664	0.2443387	0.365
ZC3H6	-0.3717782	0.0856	-0.472555	0.00219	-0.4944973	0.00173	-0.57758615	0.00384	-0.6426572	1.47e-08	-0.8139285	6.9e-09
WARS2-AS1	-0.4341046	0.0858	-0.3089612	0.169	-0.3311787	0.0473	-0.53952713	0.00195	-0.4826408	0.0174	-0.684867	0.0551
LINC00907	1.6876826	0.086	1.8806251	0.0436	1.2122481	0.379	1.65094026	0.148	1.6023229	0.0561	1.9757294	0.0123
FNIP1	-0.315561	0.0863	-0.2785242	0.0198	-0.312546	0.000244	-0.29728367	0.249	-0.3432074	0.0187	-0.2595624	0.11
TBC1D2	-0.7241799	0.0863	-0.2226637	0.774	-0.4975661	0.265	-0.70452515	0.000593	-1.0400009	1.13e-08	-0.8107532	0.051
MAGI2	-0.43988	0.0871	-0.3048555	0.321	-0.3614746	0.298	-0.54148568	0.0257	-0.6038623	0.000317	-0.5938698	0.00346
SHFL	0.3644401	0.0883	0.0639198	0.75	0.2211342	0.343	0.21984815	0.387	0.1836609	0.378	0.1675707	0.596
ALDH4A1	0.3390662	0.0898	0.4131832	0.00547	0.4326054	0.0244	0.3137418	0.0884	0.2780867	0.0647	0.1676737	0.586
CLDN12	-0.2912277	0.0898	-0.3564879	0.018	-0.3312874	0.07	-0.39758439	0.0282	-0.3498049	8.13e-05	-0.3157953	0.03
LRRTM3	-1.1326049	0.0898	-1.3669013	0.00799	-1.4804725	0.00943	-1.88957484	5.92e-06	-1.6996778	0.000345	-2.4099971	5.63e-06
ACVR1B	0.3344315	0.0898	0.4011838	0.0481	0.4282716	0.0221	0.52442619	0.00423	0.2353862	0.199	0.2962734	0.225
BBOF1	-0.4050037	0.0898	-0.5535241	0.00414	-0.5366407	0.0501	-0.80217059	0.00273	-0.832746	2.15e-07	-1.0772839	0.00172
RNA18SN2	-1.6093647	0.0898	-1.4706786	0.0154	-0.1554896		-0.94391965	0.277	-0.57484		-0.1688436	0.904
EFHD2	0.4282061	0.0899	0.3990353	0.386	0.2093524	0.423	0.31612448	0.229	0.3485341	0.124	0.5387846	0.0423
ARL6IP1	-0.3892919	0.0899	-0.3502865	0.085	-0.3360922	0.051	-0.44190104	0.00141	-0.3048445	0.00569	-0.3917781	0.117
PPP2R1B	0.4715863	0.0905	0.2310511	0.459	0.2723977	0.234	0.22184291	0.343	0.2143585	0.211	0.1951906	0.525
DDO	-0.4044646	0.0905	-0.118471	0.582	-0.0788103	0.777	0.12269798	0.771	-0.0833043	0.739	-0.1336822	0.668
XK	1.628392	0.0905	1.9132743	4.14e-05	2.4437906	1.37e-10	2.31960044	2.96e-05	2.3168777	1.05e-12	2.3428036	1.34e-07
RPL22L1	-0.4786211	0.091	-0.4247486	0.0452	-0.2430663	0.488	-0.1510633	0.716	0.1392054	0.773	0.5021404	0.436
FBXO38	-0.2551078	0.0914	-0.2943194	0.06	-0.2321895	0.0847	-0.31451439	0.0416	-0.4217028	3.54e-05	-0.4971483	0.000811
EBLN3P	-0.2314128	0.0914	-0.3041575	0.0274	-0.3228839	0.0411	-0.32748435	0.0148	-0.187376	0.0618	-0.2315184	0.258
SNORA53	-0.9951201	0.0914	-1.0255261	0.0157	-1.0865741	0.000902	-1.09316135	0.000421	-0.8065028	0.0683	-0.2654993	0.738
ABCA9	-0.3199947	0.0914	-0.4074269	0.305	-0.5144588	0.0404	-0.44351875	0.197	-0.4559382	0.032	-0.5666196	0.00135
ELOA3BP	-1.0651794	0.0919	-0.9213415	0.0102	-0.6952961	0.0894	-0.73706443	0.0217	-0.8838982	0.0192	-1.2957362	0.0163
PDIA3P1	0.3159249	0.092	0.2497227	0.189	0.3292007	0.107	0.31204117	0.0274	0.3514726	0.00177	0.2771969	0.17
EXOC7	0.1963056	0.094	0.1806537	0.0425	0.2382852	0.0052	0.19892517	0.0642	0.1516807	0.211	0.1553212	0.205
AGFG1	0.3629269	0.0943	0.3476873	0.0122	0.3229192	0.0383	0.4466699	0.00733	0.4985091	7.54e-07	0.6060377	0.000383
CUEDC1	0.687105	0.0949	0.9245264	0.0033	0.7457755	0.0469	0.63385105	0.0228	0.7842537	0.000902	0.9318489	0.000109
TOP1P1	-0.5346618	0.0965	-0.6082251	0.00844	-0.7830435	0.00169	-0.71642295	0.0473	-0.7931309	3.44e-08	-0.7088911	0.0285
SGCB	0.7879803	0.0967	0.9981738	0.03	0.8038246	0.0499	0.83174459	0.000753	1.0157961	7.36e-06	1.3376374	7.91e-08
VASP	0.4963112	0.0967	0.5704188	0.00231	0.5888028	0.00116	0.68829828	0.000198	0.8588717	1.24e-05	1.1653044	0.00122
LOC101928230	-0.5083027	0.0968	-0.5797523	0.0252	-0.4803977	0.0687	-0.5106415	0.0451	-0.6849887	0.00559	-0.864372	0.00272
RNU1-3	-0.7322451	0.0971	-0.734034	0.0194	-0.5691111	0.0594	-0.68494247	0.00475	-0.5432399	0.252	-0.1943436	0.742
ODC1	0.5323717	0.0971	0.4331056	0.105	0.54717	0.0681	0.78816669	0.0368	0.7911059	2.29e-05	0.8308787	0.0172
RNF217-AS1	-0.5117757	0.0971	-0.426865	0.177	-0.6043034	0.00345	-0.68491894	0.000486	-0.6827688	2.55e-05	-0.8490601	0.00415
LINC02523	-1.0761119	0.0971	-0.6813442	0.199	-0.4423762	0.533	-1.01646368	0.0759	-1.3142602	0.0209	-1.4866886	0.0799
ALG9	0.2569797	0.0971	0.2487935	0.117	0.1681863	0.212	0.22014149	0.0894	0.2222394	0.0187	0.2956608	0.0259
SPAG9	-0.2051611	0.0971	-0.1158914	0.467	-0.1610782	0.285	-0.31732196	0.0373	-0.2630451	0.195	-0.345056	0.054
CYP2B6	-0.6853742	0.0971	-0.3970235	0.58	-0.788483	0.0924	-0.28494124	0.775	-0.7779788	0.0341	-0.5978258	0.509
BCAT2	-0.3878034	0.0971	-0.2903664	0.0425	-0.2884409	0.229	-0.46296192	0.0554	-0.4268823	0.0273	-0.5343704	0.0907
GID8	-0.2508173	0.0971	-0.1998905	0.292	-0.2158289	0.123	-0.30845958	0.00114	-0.3291727	0.00238	-0.3276807	0.0989
CDC42EP1	0.5652881	0.0971	0.5405644	0.12	0.3753799	0.0218	0.54592183	0.122	0.3714625	0.207	0.8363353	0.00825
RNU1-1	-0.7250661	0.0971	-0.7272251	0.0196	-0.5631756	0.0606	-0.67689672	0.0048	-0.5331214	0.263	-0.1817394	0.761
LOC105379524	-0.7322137	0.0971	-0.736856	0.018	-0.5742244	0.0593	-0.68762428	0.00487	-0.2753177	0.711	-0.2040977	0.728
FBXW5	0.3003992	0.0971	0.1306887	0.414	0.0848437	0.673	0.25892565	0.398	0.2279695	0.194	0.1701776	0.641
MTOR	0.3414245	0.0987	0.3966456	0.0163	0.4067597	0.00113	0.51975735	0.0102	0.4037896	0.0479	0.4182941	0.0529
HSD17B11	-0.7294678	0.0987	-0.9095501	0.13	-0.8671283	0.0144	-1.01005449	0.00701	-0.8663592	0.00273	-0.8479362	0.0583
VOPP1	0.3500491	0.0987	0.3946356	0.111	0.4203123	0.0612	0.50098018	0.00468	0.5145576	0.000741	0.8203747	0.00263
DYNC2I1	-0.4387565	0.0987	-0.3923193	0.0667	-0.4269751	0.0214	-0.50671936	0.000214	-0.6150087	0.000503	-0.6713311	0.00378
RNVU1-7	-0.725653	0.0992	-0.7335761	0.0191	-0.5667099	0.0639	-0.67684941	0.00548	-0.2649021	0.723	-0.1960883	0.737
TMEM161B-DT	-0.7036722	0.0992	-0.6509407	0.0251	-0.5828884	0.0249	-0.73995439	0.00252	-0.750546	0.000151	-1.0150969	0.000196
ZNF776	-0.2745895	0.0992	-0.2282899	0.0738	-0.2509362	0.0321	-0.26795905	0.053	-0.3179025	0.00734	-0.3626216	0.0399
ODF3B	0.6807622	0.0993	0.4562688	0.223	0.526761	0.18	0.82939052	0.0871	0.6880504	0.0135	0.6423114	0.0596
CMTM4	0.3330958	0.0995	0.2537632	0.0545	0.2493409	0.221	0.28494178	0.265	0.2891601	0.116	0.2747775	0.209
PIGV	-0.3193631	0.101	-0.2723408	0.0115	-0.308945	0.0481	-0.49833316	0.000551	-0.4618362	0.000208	-0.5599007	0.0285
PDE4DIP	-0.4740719	0.101	-0.3831524	0.0125	-0.2700301	0.182	-0.46700314	0.00408	-0.4207553	0.0557	-0.6678819	0.0565
ZNF385B	-0.4138781	0.101	-0.2292436	0.442	-0.3343372	0.139	-0.39471882	0.0987	-0.3074741	0.038	-0.5023357	0.427
CYP3A5	-0.4829859	0.101	0.2347302	0.609	-0.0388668	0.946	-0.13441525	0.724	-0.1440083	0.719	-0.4391911	0.355
GSDMD	0.3622283	0.101	0.4354267	0.0517	0.4498591	0.00996	0.54407215	0.141	0.450076	0.00571	0.3178248	0.239
GPBP1L1	-0.2101962	0.101	-0.1423721	0.0461	-0.1239237	0.239	-0.21571648	0.0324	-0.1953866	0.000887	-0.2889824	0.0401
ZBTB20	-0.2680931	0.101	-0.2903481	0.0739	-0.3024521	0.00387	-0.40204365	0.0146	-0.3970499	0.00106	-0.5520403	5.65e-05
MGLL	0.5878962	0.101	0.6879009	0.0854	0.5716879	0.00294	0.790266	0.000369	0.5578261	0.000704	0.7990145	0.0214
RANBP3L	-0.8060331	0.101	-0.3838077	0.336	-0.6246249	0.0639	-0.52203074	0.294	-0.6115664	0.0712	-0.5794304	0.48
PDIA4	0.4488304	0.101	0.2832011	0.263	0.4229654	0.0963	0.31666304	0.192	0.3213082	0.0297	0.2379384	0.422
IMPA1	-0.3978831	0.101	-0.5040115	0.00714	-0.5712983	0.000672	-0.57331593	0.00209	-0.5312952	0.000536	-0.7305151	0.00598
LOC105369312	-0.5998112	0.101	-0.2951822	0.527	-0.5076411	0.321	-0.63719599	0.153	-0.8111054	0.0112	-0.7575745	0.0801
LOC105371746	-1.4929606	0.101	-0.8139342	0.396	-0.7584044	0.167	-0.66377478	0.394	-1.2207962	0.00598	-1.1741151	0.0795
GABRE	0.765439	0.101	1.2444159	0.0834	1.0584026	0.0154	1.5347109	0.00104	1.5364054	3.45e-05	1.8464345	0.00436
NFKBIA	-0.3189789	0.102	-0.2403826	0.252	-0.1983616	0.396	-0.1133183	0.722	-0.3012066	0.0117	-0.3534691	0.167
PPM1K	-0.9045084	0.102	-0.7837637	0.000659	-0.7593591	0.0065	-0.95460969	0.00319	-1.0735164	0.000757	-1.2925114	1.53e-05
UNC119	0.8039703	0.102	0.888612	0.037	0.8117814	0.00476	1.06032706	0.00146	1.203655	3.69e-07	1.3353911	4.64e-05
SCGB2B2	-0.7601884	0.102	-0.7399192	0.028	-0.6221944	0.0846	-0.51811406	0.154	-0.8664093	0.00271	-0.9757126	0.1
SDC3	0.4667139	0.103	0.6222874	6.05e-05	0.5236073	0.0649	0.51656776	0.149	0.682777	0.000175	0.4793405	0.168
GVQW3	-0.3645885	0.103	-0.3806093	0.028	-0.3686194	0.0753	-0.41347035	0.0584	-0.5338514	0.00298	-0.560599	0.0426
JPT1	0.5637331	0.104	0.3386555	0.169	0.5151723	0.103	0.54563641	0.0497	0.8157206	0.00275	1.0201645	0.0371
PSEN2	0.3762492	0.104	0.3366866	0.204	0.3535315	0.00513	0.49082338	0.0754	0.4397041	0.0267	0.6038798	0.000418
GIPC1	0.5466685	0.104	0.4822242	0.0249	0.5235454	0.00848	0.64960239	0.0281	0.7485917	3.06e-05	0.9138535	8.19e-05
ZNF470	-0.4854922	0.104	-0.5021949	0.0607	-0.5953355	0.0209	-0.62981084	0.00871	-0.5233405	0.000503	-0.662921	0.00581
BICDL1	1.6620703	0.105	1.8253578	0.0115	1.4476964	0.00827	1.9771853	0.000214	1.798432	2.75e-05	2.0973475	0.000306
OSBPL6	-0.7295945	0.105	-0.5807315	0.313	-0.6098978	0.133	-0.89852296	0.0196	-0.6642264	0.0885	-0.9262626	0.0243
