Symbol	Fibrosis_1	Fibrosis_1_pvalue	Fibrosis_2	Fibrosis_2_pvalue	Fibrosis_3	Fibrosis_3_pvalue	Fibrosis_4	Fibrosis_4_pvalue
SLC2A11	-0.22951982	0.0146	-0.035687	0.89897	-0.17457233	0.128	-0.3799562	0.0775
LOC101928953	-0.33590788	0.0146	-0.4529691	0.06648	-0.63748796	6.04e-05	-0.8633841	0.00454
MSN	0.33771204	0.0147	0.292796	0.43411	0.21531115	0.227	0.7423957	0.0786
TNRC6C	-0.26487031	0.0147	-0.1853695	0.50132	-0.37235937	0.00209	-0.4069172	0.194
MOB1A	0.16410831	0.0149	0.1853852	0.19802	0.31000285	0.000246	0.4647549	0.00536
TOMM7	-0.40859933	0.0149	-0.1612681	0.75199	-0.04804001	0.85	-0.4779151	0.354
CHAC2	0.28717169	0.015	-0.0195438	0.96905	0.21362824	0.107	0.314504	0.269
CSTPP1	-0.22523514	0.015	-0.0141689	0.97252	-0.21081296	0.0454	-0.0134353	0.973
IVD	-0.22165704	0.015	-0.1806339	0.33088	-0.00873594	0.955	-0.481668	0.00907
HDAC5	-0.19128555	0.015	-0.2329171	0.18238	-0.36175954	0.000277	-0.6626441	0.00201
TNIK	-0.61005217	0.015	-0.3591483	0.5567	-0.0251549	0.944	0.2897384	0.742
ATP6	-0.39946864	0.015	-0.3053448	0.42532	0.2571037	0.244	-0.382807	0.43
PRKCE	0.74366689	0.015	0.1684616	0.88261	0.31953018	0.37	0.7031784	0.456
LINC01750	-0.60642041	0.0151	0.0093383	0.99245	-0.3132701	0.13	-1.3361416	0.00829
GMFB	0.2159526	0.0153	0.2324358	0.29879	0.38909654	0.000842	0.5129953	0.0383
DPH3	0.22902361	0.0153	0.1198757	0.57983	0.39379849	6.67e-05	0.4021317	0.0308
ITIH4-AS1	-0.32422822	0.0153	-0.1303712	0.70126	-0.47284768	0.00243	-0.3519475	0.291
SMC4	0.18945483	0.0153	0.2403485	0.12407	0.30260215	0.00212	0.4491485	0.0273
STPG2	-0.33218874	0.0153	-0.3431957	0.26792	-0.45126326	0.0138	-0.3248057	0.426
PTGDR2	-0.38969433	0.0153	-0.2447405	0.53736	-0.36247729	0.0391	-0.4789668	0.283
CENATAC	-0.13336254	0.0153	-0.0130151	0.96041	0.13267324	0.176	0.0057047	0.983
AKAP6	-0.50326759	0.0153	-0.501528	0.32598	-0.62376754	0.0125	-1.1419017	0.0818
EEF2	-0.17458882	0.0153	-0.1056533	0.59023	-0.19302729	0.00885	-0.4607789	0.00105
AFF4	0.2634802	0.0155	0.091141	0.7679	0.21015842	0.054	0.1428116	0.673
ARL4A	0.34647943	0.0157	0.2808328	0.38707	0.52538266	7.26e-05	0.7527156	0.00932
CDH1	0.27408043	0.0157	0.0415528	0.92345	0.2013162	0.164	0.0910305	0.83
PHKG2	-0.20456376	0.0159	-0.0917678	0.72877	-0.07703284	0.506	-0.1878917	0.417
ATR	0.12899667	0.0159	0.1689595	0.12945	0.10730913	0.24	0.4429728	0.000201
COMMD2	0.15025	0.016	0.2261302	0.11358	0.25004601	0.000561	0.5231492	0.000121
UFM1	0.17932593	0.016	0.1083332	0.61639	0.17058249	0.0423	0.3328513	0.1
PLA2G7	0.49324596	0.0163	0.6793508	0.13798	0.53399702	0.0232	0.6768516	0.206
ASF1A	0.15116865	0.0163	0.1263564	0.40816	0.14944277	0.0694	0.2021405	0.208
THBS2	0.70707194	0.0163	0.8960995	0.15383	1.14599233	0.000111	2.8992334	3.68e-05
ABCA8	-0.25060819	0.0164	-0.1310248	0.65228	-0.40277783	0.00362	-0.2649416	0.3
UBLCP1	0.19731114	0.0165	0.2376845	0.18478	0.42420806	1.94e-05	0.6348967	0.00149
SHISAL1	0.70690373	0.0165	0.7303459	0.12061	1.33163253	0.000116	1.0840715	0.0508
TMOD3	0.1594264	0.0166	0.131386	0.4184	0.20614858	0.00979	0.2505557	0.188
AAGAB	0.21441519	0.0166	0.1466213	0.5049	0.14744926	0.0978	0.4169674	0.0805
MYO16	-0.40253072	0.0171	-0.4621628	0.20385	-0.51477572	0.00923	-1.1662764	0.00978
LOC105375879	-0.53429679	0.0171	-0.4401152	0.42688	-0.28346158	0.286	0.0897399	0.917
NAP1L5	0.2708936	0.0172	0.2489746	0.22188	0.40026116	0.00112	0.4171851	0.097
EPHB1	-0.63465833	0.0172	-0.502608	0.44354	-0.7446668	0.00371	-0.4371083	0.572
WDR41	0.15319995	0.0172	0.1972466	0.15951	0.24676548	0.00022	0.4938146	0.000337
FAM177A1	0.23250113	0.0172	0.0750035	0.80211	0.17027181	0.112	0.2502201	0.312
RIOK3	0.1605154	0.0172	0.1720649	0.13993	0.16225912	0.0234	0.0492824	0.828
RNA18SN2	-1.41879269	0.0173	-2.1498424	0.05465	0.4947907	0.539	-2.9749927	0.0902
DEPP1	-0.45450582	0.0173	0.1860657	0.81128	0.24818337	0.344	-0.1151683	0.875
SNAPC4	-0.25481515	0.0173	-0.1234362	0.71298	-0.42694714	0.000246	-0.7130237	0.00979
IGSF3	0.56662063	0.0173	0.5701587	0.28921	0.68645292	0.0211	1.2142528	0.0359
TRPT1	-0.35569447	0.0173	-0.2914562	0.4276	-0.05757639	0.814	-0.5175398	0.266
PKDREJ	-0.57740057	0.0173	-0.6113081	0.14969	-0.80562416	0.00117	-0.9105297	0.0409
RFX5	0.29467253	0.0174	0.1845662	0.59668	0.34518851	0.0152	0.6862758	0.0558
NIPSNAP3A	0.28446036	0.0175	0.1650546	0.67958	0.41217888	0.0113	0.3960552	0.293
ECSIT	-0.16216652	0.0176	-0.2376167	0.08728	-0.22681182	0.0219	-0.481982	0.00627
KLF5	-0.92387454	0.0178	-0.5268093	0.67305	-0.27933894	0.611	0.5446198	0.73
ANKZF1	-0.14027679	0.0178	-0.0642708	0.77251	-0.35950891	4.61e-05	-0.4315425	0.00289
PNISR-AS1	-0.20077376	0.0178	-0.0838135	0.71124	-0.3363644	0.000377	-0.2058361	0.363
GRIK2	-1.05388316	0.0178	-0.6115963	0.66484	-1.84044942	0.000114	-2.1696479	0.107
GRIN2A	-1.18353384	0.0178	-0.8106423	0.53444	-0.72871537	0.186	-1.3301255	0.435
CDH20	-0.9400415	0.0178	-0.6206686	0.53233	-1.23126129	0.00567	-0.2193485	0.886
TRMT2A	-0.20859384	0.0178	-0.1714684	0.45043	-0.24190568	0.0219	-0.437454	0.111
TTC7B	0.26759745	0.0179	-0.1704109	0.47657	-0.09487466	0.419	-0.2606104	0.424
RASL10B	-1.23469958	0.0179	-0.0921221	0.96807	-0.59476917	0.27	-1.949097	0.185
MID2	0.21268719	0.0179	0.0548783	0.84617	0.39053403	1.19e-05	0.1318352	0.617
LOC107986334	0.73139174	0.018	0.6517643	0.34229	0.81835866	0.0117	1.1571649	0.197
FEM1B	0.13970372	0.0181	0.0753651	0.66398	0.0421723	0.483	0.2228551	0.0556
RNF6	0.16015999	0.0181	0.1286596	0.37712	0.10024985	0.136	0.376388	0.00791
RBBP9	0.24062126	0.0181	0.0158774	0.9704	0.08682423	0.563	0.2134904	0.469
ACVR2B	-0.3213692	0.0182	-0.1800167	0.63745	-0.4703801	0.00364	-0.6964276	0.0635
HPN	-0.20582187	0.0183	-0.1650701	0.44412	-0.1786015	0.143	-0.8629837	1.57e-05
SCAP	-0.17223312	0.0183	-0.2061275	0.12014	-0.2255287	0.00555	-0.3784426	0.0248
ITGA7	-0.76946013	0.0183	-0.6668709	0.39671	-0.34524224	0.37	-0.6847093	0.548
ELF1	0.12799366	0.0183	0.1202352	0.21874	0.18801908	0.00484	0.3402765	0.00748
ARHGEF26-AS1	-0.87085369	0.0184	-0.0109109	0.99385	-0.02056894	0.965	-0.8516279	0.455
DAAM2	-0.34942503	0.0184	-0.1725297	0.71475	-0.50246849	0.00102	-0.3485051	0.494
CHCHD7	-0.18412815	0.0184	-0.0989856	0.61405	-0.11041853	0.247	-0.1627636	0.495
RAB6A	0.24925795	0.0184	0.0245972	0.95694	0.27110443	0.0208	0.367799	0.22
RPAP3-DT	-0.27493574	0.0184	-0.2874557	0.2729	-0.29788593	0.0098	-0.6440334	0.0373
RETREG1	-0.48845415	0.0187	-0.1687099	0.84638	-0.36796031	0.0985	-1.1447711	0.04
MEX3C	0.16761532	0.0187	0.1397977	0.20726	0.28706478	8.85e-05	0.3432133	0.0151
P4HTM	-0.25081409	0.0188	-0.096701	0.7632	-0.14032135	0.287	-0.0976008	0.768
MOB1B	0.22746755	0.0188	0.0948734	0.75919	0.35692304	0.00137	0.3818334	0.122
ZCCHC24	-0.22483867	0.0188	-0.1865718	0.37842	-0.24100522	0.00976	-0.3939168	0.115
CTNNBIP1	-0.22912842	0.0188	-0.1002109	0.6782	-0.10607948	0.3	-0.281144	0.316
CSNK1A1	0.09918891	0.0188	0.0623623	0.59439	0.06900608	0.143	0.2108533	0.0316
XIAP	0.12429494	0.019	0.0906027	0.41885	0.05134454	0.495	0.2157746	0.0864
TWSG1	0.28006963	0.019	0.1167346	0.74477	0.66586738	0.000169	0.9099123	0.000555
CHSY1	0.19307429	0.019	0.1924465	0.26664	0.45097388	0.00229	0.6179495	0.00136
MTMR9	0.15161745	0.0191	0.1595644	0.16157	0.0330216	0.633	0.2561685	0.0668
ELK4	0.12218689	0.0192	0.0493133	0.76464	0.11035362	0.0724	0.1048689	0.587
SSR3	0.24374267	0.0192	0.1573542	0.59841	0.23808797	0.0268	0.6159687	0.0209
DNAJB14	0.2172043	0.0192	0.1487443	0.50902	0.19882643	0.0457	0.4246669	0.0907
SNHG14	-0.32087519	0.0192	-0.1847059	0.62743	-0.31075156	0.0523	0.1796246	0.731
ACLY	0.92356184	0.0192	0.1179333	0.87907	0.42571286	0.0923	0.4228978	0.55
LOC105372036	0.67985635	0.0192	0.4532138	0.50577	0.85959964	0.00534	1.6122063	0.0243
ERBB3	-0.16088536	0.0192	-0.1551873	0.52809	-0.37670722	0.000111	-0.6779037	0.000275
WWC3	0.15163333	0.0192	0.1216046	0.41098	0.1726962	0.0335	0.1830868	0.295
SLC38A9	0.16071715	0.0192	0.1328834	0.29947	0.1658929	0.00829	0.2419327	0.144
PRPF40A	0.13526918	0.0193	0.1022694	0.42737	0.02591418	0.701	0.3004592	0.0326
SPRY1	-0.24417363	0.0194	-0.1534724	0.58818	0.30975929	0.0398	0.2693927	0.395
RAB5A	0.13996261	0.0195	0.0908317	0.51081	0.23128069	0.00142	0.2134067	0.135
LOC105379070	-0.73338166	0.0195	-0.3863749	0.62938	-0.02560556	0.953	-0.4241211	0.683
TMEM143	-0.29579248	0.0195	-0.2926999	0.32549	-0.47409799	0.00126	-0.7977302	0.0298
DNAJC6	0.5648423	0.0196	0.4830634	0.4027	1.39069626	3.99e-05	1.8956236	0.000683
CHMP2B	0.1775931	0.0196	0.1114987	0.56355	0.23298614	0.0161	0.2976331	0.14
C10orf105	-0.60502483	0.0196	-0.5724072	0.30296	-0.68679082	0.0156	-0.9717537	0.175
SH2B3	0.32864356	0.0196	0.1260183	0.69403	0.28380185	0.0174	0.0597631	0.894
HMMR	0.74884176	0.0197	0.9716802	0.12959	0.75737464	0.0147	0.8631284	0.311
ITIH4	-0.30358702	0.0198	-0.1745963	0.56355	-0.37009751	0.00718	-0.3643235	0.262
CPZ	0.82247241	0.0198	0.9260807	0.13008	1.78438803	5.38e-05	2.4950803	0.000114
ZFP37	0.49415884	0.0198	0.517249	0.2509	0.40298973	0.0745	0.7455711	0.16
TM9SF3	0.14798144	0.0198	0.0732358	0.68779	0.14491857	0.0302	0.2558581	0.168
KIF18A	0.61043405	0.0198	0.9346966	0.04374	1.11253914	8.42e-06	1.4705748	0.00203
TUT1	-0.2133762	0.0198	-0.0744531	0.81997	-0.24956573	0.00976	-0.4032994	0.132
C15orf62	-0.28694722	0.0198	-0.1057178	0.81231	-0.47021709	0.0153	-0.4721957	0.198
ORAI3	-0.20343419	0.0198	-0.2242979	0.30671	-0.06740632	0.647	-0.8070119	0.000467
CDK5RAP3	-0.17182526	0.0198	-0.0473322	0.83077	-0.27999489	0.000533	-0.2819805	0.127
RECQL5	-0.16868722	0.0199	-0.1820498	0.19133	-0.36375963	9.43e-07	-0.2783727	0.0754
LOC105372892	-0.90703206	0.0199	-0.4485625	0.61224	-1.30459327	0.00165	-0.9395932	0.406
RBMS1	-0.26472595	0.0199	0.0384582	0.94453	-0.15152291	0.363	-0.0616393	0.896
STAT5B	-0.12230932	0.0199	-0.0810127	0.61903	-0.25210513	0.000333	-0.3887733	0.00454
EZH1	-0.16258558	0.0199	-0.1524167	0.42048	-0.23512449	0.00351	-0.2881645	0.168
SCN1B	-0.68742073	0.0199	-0.5794352	0.4623	-0.74002262	0.0288	-0.3353368	0.789
PLAA	0.18126412	0.0204	0.1490853	0.29709	0.21355201	0.00321	0.2377964	0.158
GPIHBP1	-0.6842703	0.0206	-0.4618355	0.59359	-0.41770628	0.26	-0.743059	0.428
GCHFR	-0.3311839	0.0206	-0.2629214	0.45193	-0.01353438	0.966	-0.8761121	0.00626
CDC27	0.11495682	0.0206	0.0894744	0.35957	0.14066985	0.0153	0.2842072	0.0115
TNNI3K	-0.54446692	0.0207	-0.1284555	0.86725	-0.35333844	0.216	-0.6949937	0.354
SLC30A7	0.1398684	0.0207	0.1082869	0.48844	0.17646807	0.0149	0.3361707	0.0489
LOC105374789	-0.56015046	0.0207	-0.2445864	0.67137	-0.57577916	0.026	-0.318823	0.62
SRP19	0.20938355	0.0207	0.1308067	0.52454	0.22407575	0.017	0.3912825	0.04
UBE2J1	0.19972776	0.0207	0.1094101	0.5072	0.21473266	0.00775	0.5177041	0.0002
RPL3	-0.21225374	0.0207	0.0044738	0.99207	0.028892	0.845	-0.1716542	0.524
RAPGEF3	-0.35719309	0.0207	-0.3234004	0.36268	-0.36006968	0.0474	-0.4864698	0.311
MYOM1	-1.41244416	0.0207	-0.5461773	0.80095	-0.87378131	0.215	0.6553637	0.749
ATP8	-0.40536721	0.0207	-0.2328822	0.62938	0.00511847	0.986	-0.0813237	0.907
EEF1D	-0.15258121	0.021	-0.1228932	0.44436	-0.1505076	0.0757	-0.2541599	0.104
KLF6	0.25252301	0.0212	0.3280625	0.14519	0.77948905	1.1e-05	0.7036081	0.0036
IFIT5	0.31727884	0.0212	0.2033541	0.34225	0.23972151	0.0103	0.7308341	0.00088
B9D1	-0.44081749	0.0212	-0.2007912	0.68024	-0.65794089	0.000351	-0.6811609	0.174
WASHC4	0.14825607	0.0213	0.1476628	0.32406	0.09219144	0.248	0.2243036	0.257
EPB41	0.18677783	0.0213	0.015527	0.96341	0.02260909	0.855	-0.0204543	0.95
UBTD2	0.16125875	0.0213	0.028557	0.9167	0.27376797	0.000646	0.3227194	0.102
RUNX2	0.3126043	0.0213	0.4826807	0.05233	0.63107962	0.00232	0.6421555	0.0788
RNGTT	0.14331359	0.0213	0.0671287	0.74057	-0.03833842	0.644	0.2817667	0.0951
LOC105376308	-0.33041564	0.0213	-0.1823225	0.65498	-0.29573872	0.109	-0.9232796	0.0145
DRAM1	0.25480029	0.0213	0.4198512	0.09164	0.50642534	0.000179	0.8544424	0.00129
NRXN3	-1.20701486	0.0213	-0.3301046	0.85433	-0.48495557	0.451	0.2215955	0.916
LOC101927764	-0.30727827	0.0214	-0.2595974	0.32425	-0.47133599	0.00568	-0.3084656	0.344
ITGAV	0.25470008	0.0216	0.3231526	0.17758	0.37181195	0.000658	1.0505836	3.26e-06
SENP5	0.10474202	0.0216	0.1161138	0.12953	-0.01759657	0.807	0.1863046	0.0645
SMOC1	-0.3550858	0.0216	-0.1912245	0.60937	-0.25369213	0.121	-0.7122297	0.0437
SNRNP70	-0.14443712	0.0216	-0.159039	0.20428	-0.47065973	2.1e-09	-0.465282	0.00114
PPA1	0.23741446	0.0216	0.3775903	0.05747	0.44355045	0.000915	0.6826254	0.00396
SLC25A33	0.52068249	0.0218	0.318147	0.4739	0.73404762	0.000748	0.5549429	0.269
EIF4E	0.18803998	0.0218	0.1180474	0.50383	0.16109769	0.0114	0.3019059	0.0421
APOBEC2	-0.27447988	0.0218	-0.308718	0.17238	-0.46151771	0.0042	-0.2706132	0.426
SGSM1	-0.60497408	0.0218	-0.3577383	0.64053	-0.40607919	0.175	-0.9702432	0.236
STK17B	0.34696367	0.0218	0.6343689	0.0126	0.68963794	0.000282	1.425043	1.11e-06
ETNK2	-0.31830679	0.0219	-0.187803	0.60026	-0.34646483	0.13	-1.1124484	0.00152
HAAO	-0.25246112	0.0219	-0.3228767	0.18259	-0.42281018	0.00553	-1.0024036	0.000761
NUDT4	-0.29627701	0.0219	-0.1564595	0.71109	-0.22175777	0.144	-0.498568	0.223
COL1A1	0.62335166	0.0219	0.438945	0.48753	1.9514046	4.56e-06	1.8519915	0.00185
LINC01482	-0.9561933	0.0219	-0.6994223	0.36636	-1.52523191	0.000126	-2.4726154	0.00542
COL11A2	-0.43290765	0.022	-0.39548	0.36636	-0.93136578	1.25e-05	-1.3422513	0.0129
DYNC1I2	0.12465281	0.0222	0.1662506	0.1646	0.23045868	0.0063	0.5144714	0.000511
CLDN11	0.56684243	0.0222	0.7815812	0.01378	1.1928247	8.95e-07	2.4399216	8.33e-12
CDAN1	-0.14752559	0.0222	-0.1148021	0.55938	-0.24776087	0.0254	-0.4655482	0.00644
LOC101927044	-0.47432535	0.0222	-0.2496011	0.69294	0.02433513	0.937	0.29628	0.672
UBE2K	0.21609554	0.0223	-0.023441	0.95119	0.29401346	0.00373	-0.0074755	0.985
RCBTB1	0.15626891	0.0223	0.1382704	0.40965	0.1405284	0.188	0.3391602	0.058
SLFN12	0.29484676	0.0223	0.3475123	0.08082	0.47350285	0.0081	1.1597341	8.37e-10
CENPE	0.48209639	0.0223	0.8215481	0.02594	0.68433243	0.00298	0.9412811	0.0258
SARDH	-0.31631826	0.0224	-0.3080643	0.33075	-0.396513	0.0234	-1.1465902	0.000353
BCAT2	-0.24488272	0.0224	-0.2341288	0.21099	-0.24634998	0.00824	-0.7810147	0.000109
AASS	-0.52748898	0.0224	-0.0879639	0.92812	-0.6255368	0.0278	-0.7912008	0.266
PDCD10	0.15694907	0.0225	0.1369176	0.38594	0.23962634	0.00763	0.3925093	0.0238
MIR135A1	-0.42036261	0.0226	-0.1088274	0.82657	-0.48897156	0.00711	-0.9477499	0.0252
SOX13	-0.208156	0.0226	-0.2217864	0.33023	-0.34797603	0.00262	-0.7012204	0.00452
UBE2E3-DT	-0.50065294	0.0226	-0.165049	0.79934	-0.45523314	0.115	-0.532947	0.412
CCNA2	0.40978495	0.0226	0.55676	0.09245	0.53801493	0.00119	0.7718748	0.00572
TLR3	0.21077237	0.0226	0.1570842	0.51924	0.19763237	0.123	0.6538629	0.0178
AZGP1P1	-0.33659465	0.0226	-0.1933062	0.70369	-0.44410874	0.0133	-0.935681	0.015
LOC103611081	0.20322771	0.0226	0.0783916	0.74477	0.05546655	0.6	0.0276264	0.927
SPATS2	0.25251322	0.0226	0.2680685	0.10243	0.54020498	5.72e-06	0.6839243	0.000777
SLC8A3	-1.01190391	0.0227	-0.8866012	0.42718	-1.48808095	0.00304	-0.7388209	0.599
KAT2A	-0.19908586	0.0229	-0.1482942	0.51844	-0.18636152	0.0337	-0.3636866	0.14
GYS1	-0.38019184	0.0229	-0.2562304	0.60937	-0.42339431	0.0266	-0.6627407	0.245
TMEM33	0.19453658	0.0229	0.1334514	0.42257	0.16125932	0.0247	0.2215386	0.298
NUS1	0.2271266	0.023	-0.0035688	0.99237	0.44777536	4.56e-05	0.0916805	0.758
ZFAND6	0.17245716	0.023	0.0154286	0.95699	0.1023958	0.246	-0.0495995	0.846
ANKS3	-0.19944678	0.0231	-0.0291253	0.93601	-0.36013332	0.000534	-0.1532541	0.595
DYNLT3	0.1988913	0.0232	0.1723055	0.43236	0.1569492	0.158	0.227739	0.408
CUL1	0.1304262	0.0232	0.0197714	0.93186	0.0741093	0.297	0.1659323	0.34
COQ8A	-0.46793516	0.0234	-0.4644122	0.3992	-0.5870724	0.0158	-0.9206452	0.199
ANKIB1	0.09841603	0.0234	0.1042958	0.23714	0.13800064	0.0109	0.3213056	0.00229
PLXNC1	0.34912939	0.0234	0.4501205	0.09659	0.5011918	0.00223	0.8783202	0.00418
GRIA3	0.37062218	0.0234	0.5044418	0.19802	0.43120574	0.0493	0.473872	0.316
MIR3671	-0.4439394	0.0238	-0.1590211	0.75918	-0.3161384	0.0918	-0.4773499	0.353
UBD	1.03265681	0.0238	1.53822	0.06041	2.09041163	1.58e-05	2.4547842	0.0306
ABCG1	-0.37429514	0.0238	-0.1189999	0.80614	-0.38640916	0.028	-0.3727659	0.432
SCOC	0.20879711	0.0238	0.179466	0.33387	0.48916907	8.01e-06	0.5327441	0.00373
NAPG	0.20523728	0.0238	0.1885643	0.33075	0.16962675	0.0464	0.4310836	0.0458
GLYATL3	-0.55141698	0.0242	-0.497871	0.46296	-0.63748402	0.0367	-0.7078705	0.353
ZMYM2	0.13053375	0.0242	0.0343056	0.87481	-0.03111509	0.695	0.1211685	0.528
ARMH1	-0.52769921	0.0243	-0.5432907	0.26792	-0.36292735	0.149	-1.3976823	0.0252
CAV2	0.40570774	0.0245	0.2479212	0.59095	0.6219347	0.000329	0.6106414	0.184
SLC38A3	-0.24475048	0.0245	-0.1740809	0.51151	-0.11273939	0.507	-0.6203542	0.0327
E2F3	0.3385764	0.0245	0.3256969	0.21203	0.61725245	6.09e-05	0.9821543	0.00286
MTURN	-0.42458094	0.0245	-0.1556602	0.81989	-0.1503109	0.556	0.143721	0.863
SERPINF2	-0.23048988	0.0245	-0.2060543	0.41351	-0.22410978	0.1	-0.5661717	0.0279
EYA4	-0.9711083	0.0247	-0.1031787	0.92399	-0.0995103	0.882	0.024503	0.982
CLASRP	-0.17537616	0.0247	-0.1584344	0.42097	-0.45254176	8.52e-07	-0.4732547	0.0242
TMX1	0.20937697	0.0249	0.1857486	0.41673	0.25332201	0.0155	0.4314535	0.0938
PIGV	-0.19472876	0.0249	-0.1750318	0.29828	-0.21910444	0.023	-0.3842962	0.0664
BTBD7	0.10101911	0.0249	0.0101082	0.95939	0.12526463	0.028	0.1298574	0.323
CRTC2	-0.20954343	0.0252	-0.2559493	0.23714	-0.23840965	0.01	-0.4466074	0.0773
MROH8	-0.16049257	0.0252	-0.1430746	0.33075	-0.22743557	0.00237	-0.4347932	0.0177
ST3GAL3	-0.21254152	0.0252	-0.1726468	0.46504	-0.37753712	0.000359	-0.4630573	0.0913
ARL1	0.17718489	0.0252	0.0436157	0.87144	0.23768019	0.0157	0.0085386	0.982
PACSIN2	0.31617267	0.0252	0.214214	0.40193	0.16020642	0.27	0.2497126	0.444
ROCK1P1	0.21675192	0.0253	0.0877137	0.78202	0.19653305	0.0839	0.2031174	0.505
RFK	0.29861172	0.0254	0.0627404	0.89838	0.21698925	0.113	0.3612385	0.3
SUZ12	0.22225045	0.0254	0.1098551	0.6019	0.26994715	0.00126	0.1760114	0.512
RAMP1	-0.64742937	0.0254	-0.1468114	0.90537	0.06522773	0.887	-1.5304733	0.0426
ATG3	0.18438548	0.0254	0.1709884	0.36513	0.1691191	0.0845	0.4185669	0.0461
ETF1	0.18396332	0.0254	0.2295908	0.1021	0.2841238	0.000608	0.3666188	0.026
CEP83	0.17621048	0.0254	0.2036995	0.20219	0.20599211	0.0355	0.3976222	0.0248
TESK2	-0.1976324	0.0255	-0.1686023	0.33296	-0.19458515	0.0605	-0.3062148	0.156
LOC102724687	-0.45234581	0.0258	-0.1758306	0.77438	-0.49042312	0.0366	-0.7041336	0.221
HOMER1	-1.0192593	0.0258	-0.3400894	0.79427	0.20710822	0.683	0.6322781	0.67
CCNB1	0.53585976	0.0258	0.8143122	0.0378	0.71658361	0.00244	0.7397812	0.0792
FAM91A1	0.16612719	0.0259	0.0888912	0.60421	0.13949773	0.0463	0.1321673	0.525
LOC101060553	0.42831113	0.0259	0.3794231	0.38594	0.03120282	0.915	-0.3941237	0.531
ERO1A	0.19030922	0.0259	0.0789554	0.75475	0.2777114	0.00232	0.2572919	0.32
ARRDC4	0.53351319	0.0259	0.2116546	0.7632	0.27779966	0.236	0.523595	0.447
ITGAX	0.42280754	0.0259	0.5605104	0.1343	0.66506729	0.00186	0.4815934	0.361
PDCD6IP	0.09653492	0.026	0.0184998	0.91291	0.05789403	0.311	0.1479968	0.234
SGO2	0.29702201	0.0262	0.4076238	0.05144	0.63112268	2.57e-05	0.7793016	0.000971
KIF2A	0.13909205	0.0262	0.1767528	0.11854	0.27371612	0.00105	0.5393064	1.03e-05
SEMA4C	-0.19272628	0.0263	-0.1551096	0.50768	-0.31710895	0.000903	-0.4920122	0.0508
NCAM1	-0.4781747	0.0263	-0.5195523	0.35205	-0.24049206	0.421	0.6017559	0.408
TMEM167A	0.13641651	0.0264	0.1250432	0.39757	0.25578279	5.28e-05	0.3914266	0.00475
SCFD1	0.16064018	0.0264	0.0664663	0.78354	0.1189586	0.0933	0.2967483	0.113
EHD4	0.34020824	0.0266	0.320792	0.40569	0.46551062	0.0151	0.8636768	0.0521
MPZL1	0.26685519	0.0269	0.1883208	0.4927	0.51596233	0.000112	0.7538571	0.00696
CCDC50	0.10554066	0.0269	0.0494626	0.70064	0.02929199	0.631	0.0074094	0.969
AKR1B10	1.73389698	0.0269	1.9777777	0.26649	3.90823934	3.06e-06	3.1248615	0.16
RAP1B	0.13109417	0.0269	0.1275304	0.3463	0.18532399	0.0165	0.3056885	0.0637
SAT2	-0.31988983	0.0269	-0.2251782	0.47271	-0.05241879	0.802	-0.6812321	0.0502
XPO1	0.12790619	0.027	0.0484788	0.79897	0.0616824	0.391	0.2403253	0.0947
TPT1	-0.26407754	0.027	-0.1266086	0.70175	0.11640236	0.516	-0.1269905	0.766
STX3	0.26139377	0.0271	0.2686205	0.13383	0.147971	0.219	0.5929592	0.00638
S100A1	-0.92553655	0.0272	-0.8116054	0.4602	-0.84051141	0.076	-1.1264967	0.453
TASOR	0.10755511	0.0272	0.0901548	0.45598	0.11146004	0.0747	0.2572371	0.0747
NUP42	0.14985947	0.0272	0.0213813	0.92725	0.18937826	0.00535	0.2045081	0.169
NECTIN2	-0.22975945	0.0274	-0.0597382	0.87882	0.05065426	0.7	-0.0339784	0.932
IGFBP2	-1.35236649	0.0274	0.0352701	0.99095	0.13415774	0.865	-0.8450226	0.689
MIER3	0.15104196	0.0274	0.0810041	0.57305	-0.05370504	0.383	0.0705187	0.71
CD83	0.48598943	0.0274	0.7313464	0.08728	0.53709102	0.0163	0.8433196	0.136
ZBTB8A	0.18577671	0.0277	0.1794056	0.30296	0.12855591	0.164	0.1616599	0.401
FLVCR1	0.41306154	0.0277	0.0556004	0.91899	0.32230223	0.049	0.4917853	0.262
SPDL1	0.23167647	0.0277	0.3073351	0.16157	0.22628422	0.0326	0.5542254	0.0396
TIMM10B	0.24980934	0.0277	-0.0425248	0.89463	0.1044018	0.358	-0.0173832	0.964
NUDT22	-0.22135349	0.0277	-0.2775084	0.1751	-0.00910767	0.965	-0.3850491	0.17
HAL	-0.59816059	0.0277	-0.1648316	0.87433	-0.20898614	0.559	-0.5429643	0.527
DHTKD1	-0.19882584	0.0278	-0.0529595	0.88262	-0.2188789	0.125	-0.4967743	0.0402
DDX21	0.17116749	0.028	0.2392498	0.05144	0.19318772	0.00675	0.46755	0.000777
LAMP2	0.2200951	0.0282	0.266704	0.23041	0.34417503	0.0024	0.406741	0.185
CIP2A	0.30870181	0.0282	0.4590383	0.12959	0.49727285	0.00508	1.0224286	0.000109
ORC1	0.57622203	0.0283	0.9055315	0.11075	0.68081514	0.0134	1.6547684	0.00465
PPIL1	0.28108527	0.0283	0.0557011	0.88837	0.44126994	0.00314	0.6216198	0.0271
