Symbol	Steatosis_1_vs_control	Steatosis_1_vs_control_pvalue	Steatosis_2_vs_control	Steatosis_2_vs_control_pvalue	Steatosis_3_vs_control	Steatosis_3_vs_control_pvalue
CYP4X1	-0.7300991	0.0253	-0.9141582	0.00664	-0.62996702	0.123
MORN4	-0.5325113	0.0255	-0.45377058	0.0411	-0.38693169	0.101
PHLPP1	-0.3694073	0.0259	-0.3543986	0.0335	-0.44399746	0.00741
ELMO2	0.3030838	0.0259	0.30503362	0.0167	0.36570467	0.007
KLF9-DT	-0.7022064	0.0265	-0.60231688	0.049	-0.98495798	6.79e-05
MTOR	0.2767898	0.0265	0.2518382	0.0572	0.30327971	0.183
KLF9	-0.5784055	0.0265	-0.32310285	0.254	-0.62181973	0.0192
POLE3	0.2803366	0.0265	0.27392555	0.0143	0.2292607	0.131
GATM	0.4270011	0.0265	0.44738388	0.0295	0.45822555	0.0181
FAAH2	-0.5218939	0.0265	-0.54545345	0.0316	-0.55944226	0.028
CEBPD	-0.5788884	0.0268	-0.33254249	0.251	-0.41650171	0.241
CLXN	-1.2330191	0.0268	-0.92372833	0.0986	-1.47853726	0.0082
LOC105372105	-0.7127241	0.0268	-0.54936236	0.0429	-0.66599131	0.112
EFCAB6	-0.4719408	0.0268	-0.50268387	0.00318	-0.49377366	0.0107
GRIA3	0.5615591	0.0268	0.76250106	0.0162	0.63240496	0.0292
LOC107984847	-0.5043195	0.0269	-0.26771339	0.296	-0.28615854	0.402
RNU1-4	-0.7587296	0.0269	-0.63650174	0.0687	0.06649088	0.925
SEC22B4P	-0.5713296	0.0269	-0.45272459	0.0857	0.10089619	0.86
TCF7L1-IT1	-0.6108416	0.0269	-0.6665309	0.0285	-0.98903606	0.00774
MRPL44	0.2023258	0.0269	0.25351444	0.00975	0.26542608	0.0999
LRCH3	-0.1627992	0.0269	-0.1941663	0.00397	-0.17271731	0.0179
HMGCS1	1.6876203	0.0269	2.03304303	0.0121	1.32515669	0.09
CCNG1	-0.3626699	0.0269	-0.34626552	0.0352	-0.4387398	0.0111
ACADSB	-0.547199	0.0269	-0.61055047	0.0257	-0.8531374	4.47e-05
FADS1	1.271275	0.0269	1.28467637	0.00941	0.76794912	0.0715
NCOR1	-0.1856127	0.0269	-0.21052968	0.0146	-0.26313987	0.0183
FGF21	1.4269806	0.0269	1.91112489	0.000764	1.7646914	0.00153
LOC102724615	0.7132301	0.027	0.77047166	0.012	0.81281869	0.0253
EIF5	-0.2238394	0.0272	-0.19976809	0.0413	-0.24072341	0.0382
RNU1-2	-0.7583588	0.0273	-0.63945204	0.0673	0.0709411	0.921
LINC02004	-0.7184467	0.0276	-0.63930108	0.0583	-0.87583202	0.00812
HLA-DRB1	0.7990351	0.0277	0.71126555	0.0276	0.85590482	0.0206
TNRC17	-0.3332051	0.0281	-0.38519786	0.0605	-0.48311908	0.151
LOC107984789	-0.5257203	0.0281	-0.66085479	0.012	-0.61700248	0.0325
LOC101928592	-0.7883106	0.0283	-0.81971418		-0.78493044	0.178
DNAJC12	-0.6054735	0.0286	-0.45720283	0.156	-0.62427433	0.0436
ITCH	-0.2659065	0.0286	-0.26631607	0.028	-0.29321348	0.0141
MIR29B2CHG	-0.4451903	0.0293	-0.51179827	0.00907	-0.58267177	0.00754
MAGI1-IT1	-0.3462589	0.0293	-0.3751667	0.00845	-0.41868868	0.0641
AKR1A1	0.3506523	0.0294	0.43576423	0.0121	0.50605904	0.0301
LOC100506023	-0.4201803	0.0294	-0.36207328	0.0852	-0.49723956	0.0813
LOC100132062	-0.5425667	0.0294	-0.40078413	0.0386	-0.4511509	0.13
CDKN1A	0.792426	0.0294	0.76890394	0.0666	1.07234948	0.00883
PAFAH1B1	0.146804	0.0294	0.16491187	0.00503	0.12567613	0.235
CAPNS1	0.3540385	0.0294	0.35988344	0.0116	0.401039	0.0182
SPINK9	-0.3967498	0.0295	-0.49041071	0.0389	-0.8198006	0.000306
LOC105379185	-1.4089412	0.0295				
ZFAND2A	0.3263646	0.0297	0.35872176	0.0615	0.3422029	0.0999
SPATA21	0.2273793	0.0297	0.22886343	0.0928	0.23150402	0.055
TSR1	0.1815393	0.0298	0.12907152	0.166	0.04361426	0.797
CFL1	0.3879694	0.0298	0.48846614	0.00183	0.61039705	0.00774
CNGA1	-0.5262248	0.03	-0.56259121	0.0382	-0.49077613	0.197
LOC100505498	2.1469248	0.0302	1.03500188	0.239	2.00250224	0.0524
SCN11A	-0.6573705	0.0304	-0.54377212	0.111	-0.59221566	0.0528
LINC02887	-0.6082719	0.0307	-0.48814359	0.065	-0.42817432	0.27
PRKAG2-AS2	-0.5157291	0.0307	-0.51399503	0.0456	-0.50886477	0.188
HSD11B1L	-0.4532035	0.031	-0.31561761	0.159	-0.12414118	0.746
LOC102724081	-0.8742207	0.031	-0.8305236	0.00546	-0.72262058	0.134
SERPINE1	1.4748416	0.031	1.81537208	0.00315	1.74855714	0.00995
GPM6B	-0.4033888	0.031	-0.48065239	0.00811	-0.59668737	0.00956
LOC102724788	-1.2011085	0.0311	-0.92780914	0.181	-1.73860618	0.00765
FKBP9	0.2726418	0.0317	0.26398246	0.0427	0.22891631	0.0533
PPM1K	-0.5491015	0.0319	-0.59479338	0.0581	-0.72158454	0.0365
RBMXL1	-0.2086575	0.032	-0.17963091	0.143	-0.29877135	0.0123
LOC105375878	-0.8116151	0.032	-0.93864591	0.0207	-1.21736678	0.00303
TRPM3	-0.5762321	0.032	-0.52595685	0.0944	-0.94694704	0.00224
AACS	0.5062678	0.032	0.44462729	0.0962	0.42788158	0.114
ACOT1	0.8338822	0.032	0.56582132	0.106	1.01290572	0.0002
TMEM51-AS1	-0.5315207	0.0323	-0.45360841	0.0429	-0.52755381	0.0725
KCND3-AS1	-0.6527232	0.0323	-0.77245977	0.0106	-0.92286647	0.0177
SMCO3	-0.4830149	0.0323	-0.47587396	0.0576	-0.74636258	0.00774
BCO1	1.0856816	0.0323	0.95085857	0.0307	1.15719592	0.0662
ZBTB14	-0.1807574	0.0323	-0.20573278	0.0235	-0.19403592	0.0287
HPRT1	-0.6111644	0.0323	-0.41552938	0.146	-0.33040198	0.435
LACC1	0.491478	0.0328	0.66315843	0.00179	0.69808542	0.00224
SLC12A1	1.68606	0.0329	2.16967129	0.00254	3.16230843	3.85e-05
RPS6KA1	0.5596219	0.0332	0.71723301	0.00397	0.83915971	0.00403
CLK1	-0.2099256	0.0332	-0.20028229	0.0456	-0.28045257	0.00306
SNX32	0.4315794	0.0332	0.55563494	0.00145	0.68650089	0.0158
TCF7L1	-0.5504837	0.0332	-0.64105586	0.0051	-0.55734105	0.0415
TRAM2	-0.4175502	0.0334	-0.25737483	0.218	-0.44387693	0.0972
YKT6	0.2739368	0.0334	0.32869793	0.0235	0.33550611	0.00658
LINC03006	-0.3298457	0.0334	-0.31675923	0.0368	-0.47492596	0.0125
LOC101928961	-1.1391523	0.0334	-1.2031057	0.0177	-1.4716484	0.000646
KAZALD1	0.9147345	0.0334	0.52261353	0.128	0.68708749	0.0835
LOC105373347	0.9272412	0.0334	0.91089316	0.0159	0.61553253	0.183
LOC105371486	0.5678482	0.034	0.41308109	0.206	0.39686226	0.387
LOC102724250	0.3927678	0.0342	0.28633752	0.0176	0.22396941	0.428
SH2D6	-1.1472811	0.0342	-1.12881185	0.0191	-1.14438046	0.0713
CEP72	-0.2609112	0.0342	-0.34649264	0.00836	-0.33507189	0.155
LINC00513	-0.333391	0.0342	-0.41862666	0.0288	-0.45760435	0.0723
LSM1	0.2844782	0.0342	0.34704332	0.0107	0.4753155	0.028
GPT	-0.4962694	0.0342	-0.60204508	0.0563	-0.5133184	0.101
ALG3	0.3449831	0.0347	0.33399518	0.0157	0.53428737	0.0153
PRRG3	-1.2586154	0.0347	-1.12847548	0.0314	-0.74939233	0.32
N4BP2L2-IT2	-0.2962592	0.0348	-0.33237028	0.0217	-0.45510412	0.0332
HLA-DQB1-AS1	1.2884676	0.0353	1.00505578	0.105	1.17627474	0.0252
LOC107986603	-0.5465784	0.0354	-0.45172	0.0489	-0.60176207	0.0734
NPLOC4	0.2411601	0.0354	0.25241679	0.0119	0.30713988	0.0632
CYP1A1	-1.4947245	0.0355	-0.75718834	0.469	-1.89747516	0.00551
LOC100133331	-0.5695038	0.0355	-0.41704045	0.0402	-0.54165635	0.0866
KIAA0319	-0.5512079	0.0355	-0.55515739	0.108	-0.48616188	0.104
RBM41	-0.2081637	0.0355	-0.23726164	0.00111	-0.21541867	0.0538
SPEN	-0.3315117	0.0363	-0.33088437	0.0041	-0.33962322	0.112
RALGPS2-AS1	-0.3845775	0.0366	-0.34538658	0.103	-0.53189065	0.0404
SCUBE1	1.4619882	0.0367	1.79752633	0.00417	2.75304759	0.00907
SF3A3	0.1557845	0.0373	0.15097123	0.0325	0.10423946	0.242
SSBP3	-0.298099	0.0373	-0.25004559	0.167	-0.29441117	0.101
GPR75-ASB3	-0.2325045	0.0373	-0.17007212	0.149	-0.29032804	0.0395
PPARGC1A	-0.4949212	0.0373	-0.42185086	0.129	-0.68014108	0.00687
LINC02160	-1.5705866	0.0373	-1.77406562	0.00845	-1.39096565	0.0755
LOC107986644	-0.695592	0.0373	-0.7254998	0.00942	-0.48111179	0.388
TUT7	-0.4703161	0.0373	-0.42180308	0.0326	-0.64030544	0.000132
ST6GALNAC6	-0.4013603	0.0373	-0.35901184	0.125	-0.37870895	0.0755
LOC105378281	0.4530603	0.0373	0.3241062	0.133	0.4935432	0.0497
IL32	1.0537467	0.0373	1.21111202	0.00702	1.57383173	0.000397
SLC38A7	0.4442433	0.0373	0.48191995	0.00122	0.52451102	0.00774
ZFP1	-0.5031428	0.0373	-0.46731615	0.0553	-0.66519458	0.000806
LOC101929633	-0.6428255	0.0373	-0.76766749	0.00335	-0.71107118	0.0312
SLC7A2	-0.4534079	0.0373	-0.45553054	0.0887	-0.50096789	0.102
SLC16A4	-0.5543776	0.0373	-0.5166676	0.0361	-0.58268733	0.0138
LOC105377699	-0.8550689	0.0373	-0.64589937		-1.08525838	0.021
PELI2	-0.4363312	0.0379	-0.54503617	0.0478	-0.8066825	0.000211
LOC101927971	-0.4599995	0.0379	-0.34578598	0.167	-0.42588195	0.13
ZNF771	-0.5579457	0.0379	-0.55310653	0.00355	-0.234477	0.557
CLDN14-AS1	-0.5007323	0.0379	-0.45329698	0.0991	-0.62289538	0.0253
GCAT	-0.502414	0.0379	-0.51023172	0.0825	-0.46449539	0.083
PDHA1	0.2958774	0.0379	0.2611183	0.0776	0.31472298	0.0907
EMP2	-0.397439	0.038	-0.26150447	0.182	-0.47583708	0.0307
NFYC-AS1	-0.2715137	0.0386	-0.30979833	0.0102	-0.35679567	0.0245
NIBAN2	0.6086587	0.0386	0.5850284	0.0206	0.68087744	0.0026
ISM1	0.7844595	0.0387	0.81037796	0.0241	0.94103558	0.0334
NELL2	0.7815077	0.0387	0.12417899	0.872	0.3999369	0.581
SLC48A1	0.2836586	0.039	0.26994902	0.0389	0.23960104	0.0925
LOC105372777	-0.7616176	0.039	-0.77968339		-0.80784326	0.0378
AREL1	0.1816058	0.0392	0.14976853	0.0926	0.1808151	0.161
CPSF2	0.2114188	0.0398	0.26289242	0.00301	0.21364466	0.0819
SLC25A35	0.6311077	0.0398	0.56088342	0.0244	0.83533192	0.00192
LOC101927845	-1.1312738	0.0402	-1.20415193			
RAB17-DT	-0.7187997	0.0403	-0.69926742	0.0141	-0.56943407	0.0709
SLC16A13	0.6228479	0.0403	0.75682454	0.0264	1.06707762	0.000596
CETN2	0.4950925	0.0404	0.55771842	0.0141	0.44305329	0.09
ELL2	-0.3282955	0.0404	-0.18427107	0.269	-0.40486541	0.0158
IMPA1	-0.344837	0.0405	-0.36773635	0.0333	-0.36221712	0.0138
GALNT17	1.4630956	0.0406	1.31913112		1.0789877	0.14
LOC105374009	-0.5214199	0.0411	-0.64868919	0.042	-0.8737965	0.00341
IL1RAP	-0.6329821	0.0411	-0.38318971	0.165	-0.8954288	0.0026
KCTD20	0.1972491	0.0411	0.19653028	0.00945	0.1575306	0.188
SLC25A27	-0.4394754	0.0411	-0.4821286	0.00945	-0.50243802	0.0288
ZCWPW1	-0.2915983	0.0411	-0.26583972	0.0887	-0.34390325	0.0352
TBL2	0.2532436	0.0412	0.25433354	0.0125	0.2911065	0.00771
FZD5	-0.3210887	0.0416	-0.30424712	0.0456	-0.29105508	0.165
ZDHHC2	0.3833794	0.0416	0.38485775	0.033	0.38212813	0.024
DUSP29	-0.6369365	0.0416	-0.52919975		-0.88351406	0.0274
ST3GAL6	-0.4250824	0.0416	-0.29645988	0.19	-0.50555936	0.0177
NEU1	0.3235971	0.0416	0.39091434	0.00275	0.32217999	0.029
IDS	-0.2891161	0.0416	-0.21767573	0.207	-0.26751804	0.058
BCKDHB	-0.3579259	0.0416	-0.36847463	0.0687	-0.31599538	0.0702
RFX5	0.4524478	0.0417	0.47425656	0.00602	0.56772997	0.00628
MPZ	-0.4638673	0.0419	-0.46395485	0.144	-0.49042942	0.0716
TRANK1	-0.3887986	0.0419	-0.44918454	0.00738	-0.52142338	0.00347
GRB10	-0.2177266	0.0419	-0.26486226	0.0213	-0.27149442	0.0662
ATL3	0.2833057	0.0419	0.39780527	0.00301	0.37888809	0.0115
MVD	1.4762389	0.0419	1.70478305	0.029	1.23520655	0.0662
LOC105374584	-0.6095179	0.0425	-0.5063566	0.0981	-0.59059329	0.0608
ERGIC1	0.3814133	0.0425	0.48089833	0.000853	0.48770354	0.00682
LOC105378936	-0.4797163	0.0425	-0.56106725	0.0466	-0.41039453	0.106
EPAS1	-0.2676813	0.0425	-0.29874842	0.00572	-0.30223154	0.0291
C1QTNF3	-0.3951843	0.0426	-0.478139	0.00271	-0.48391497	0.0352
IDI1	1.0194157	0.0429	1.21450643	0.0225	0.82506275	0.0921
UNC119	0.5798215	0.0429	0.68453038	0.00227	0.9157878	0.00104
EFCAB13	-0.4016569	0.0429	-0.41821335	0.0177	-0.40149856	0.0277
KPNA2	0.6901755	0.0429	0.97239143	0.0135	0.98705325	0.00234
RNF152	-0.7024009	0.0429	-0.64962527	0.108	-0.84753698	0.0202
TMPRSS11A	1.463904	0.043	1.36617226	0.0707		
FBXO16	0.6827917	0.043	0.67098066	0.0131	0.8253378	0.000951
TRIM66	-0.3425838	0.043	-0.34234985	0.0146	-0.25970471	0.211
DBH-AS1	-0.6600751	0.0431	-0.82030412	0.00301	-0.73877263	0.0227
E2F4	0.2223	0.0431	0.18784342	0.0781	0.18897364	0.0949
SZRD1	0.2198774	0.0434	0.20481854	0.036	0.233128	0.0645
LOC107986822	-0.5536604	0.0434	-0.68954956	0.024	-0.77300232	0.00101
ERLIN1	-0.3153926	0.0434	-0.21552554	0.25	-0.22664149	0.195
DNAJC19	-0.2629712	0.0437	-0.24889345	0.089	-0.18571617	0.484
ALG1	0.2750427	0.0437	0.29280386	0.00927	0.30020975	0.0114
LINC02418	-2.6187917	0.0437	-2.70563003			
LOC105371312	0.5005512	0.0438	0.35998748	0.111	0.40651422	0.0801
LOC105378963	-0.8859816	0.0438	-0.55464564		-1.10209274	0.0111
FLJ44635	-0.8009067	0.0438	-0.68881302		-0.5261328	0.261
GNPDA1	0.3235469	0.044	0.39748302	0.0173	0.45666741	0.021
MIR1203	-0.6553658	0.044	-0.69537201		-0.92058027	0.00942
SCPEP1	0.5319438	0.0441	0.55834482	0.00562	0.69448487	0.01
LMLN	-0.5136941	0.0445	-0.32271943	0.24	-0.56207509	0.0123
ACLY	0.692587	0.0445	1.05312782	0.012	0.72016615	0.0381
LOC112267900	-0.5106842	0.0445	-0.57746484	0.0176	-0.6885837	0.0253
CBLN3	1.85168	0.0445	0.99019782	0.0456	1.17627024	0.0819
PLCH2	1.643088	0.0445	1.24920751	0.0682	0.98418074	0.0598
PHGDH	-0.2995584	0.0445	-0.25914907	0.328	-0.17889446	0.328
HEATR5B	-0.1313321	0.0445	-0.17164837	0.0962	-0.2269045	0.189
NUDT16-DT	-0.5189743	0.0445	-0.64966579	0.000787	-0.66110991	0.0138
LOC107986514	-0.7106635	0.0445	-0.95041338	0.0216	-0.92687974	0.0288
LOC105378138	0.8581678	0.0445	0.96848347	0.00164	0.78566403	0.0173
DNAH11	-0.8337878	0.0445	-0.89279929	0.00183	-1.41290942	3.61e-06
LINC01503	1.2722101	0.0445	1.44884615			
PRXL2A	0.4044087	0.0445	0.47311806	0.0628	0.42115375	0.0131
C3AR1	0.7028284	0.0445	0.92192464	0.00265	0.87406798	0.0283
CDK4	0.1881096	0.0445	0.19462456	0.159	0.28328074	0.204
MARF1	-0.1504481	0.0445	-0.15682604	0.0804	-0.2329732	0.0157
KIF1C	0.3558647	0.0445	0.207357	0.115	0.18912839	0.245
FBXO44	0.3776665	0.0452	0.3974196	0.012	0.52517881	0.00599
SLC27A3	-0.4219598	0.0452	-0.41055845	0.141	-0.40650344	0.178
DYNLT1	0.3811837	0.0452	0.54308004	0.00423	0.75590298	0.00715
ANP32A	0.205827	0.0452	0.26215653	0.00922	0.23621098	0.045
ACMSD	-0.3665501	0.0455	-0.34449043	0.132	-0.41289469	0.0307
TMBIM1	0.3700286	0.0455	0.38057771	0.026	0.42260205	0.0153
PSMC3	0.2778902	0.0455	0.29049799	0.0131	0.32771673	0.0459
LOC107985488	-0.8107293	0.0455	-0.87663399	0.019	-1.06292396	0.0249
DMRTA1	-0.4683633	0.0456	-0.6242886	0.00121	-0.49531795	0.00227
PHF3	-0.2072209	0.0457	-0.2102932	0.0333	-0.2927572	0.0202
L3MBTL3	-0.58162	0.0459	-0.59066902	0.00409	-0.65424339	0.0049
SNX31	-1.2720332	0.0459	-1.26875411		-1.79727639	0.0142
COQ10B	0.2923681	0.046	0.4396082	0.0128	0.48908672	0.00503
AADAT	-0.5080309	0.0463	-0.56497516	0.0286	-0.48611241	0.0306
TRPM8	0.4800667	0.0465	0.47002516	0.0908	0.64439408	0.00495
MORC3	-0.2155348	0.0465	-0.18152085	0.105	-0.22968921	0.0161
CACHD1	0.425031	0.0468	0.40590312	0.0632	0.33595624	0.0508
HSF4	0.6640621	0.0468	0.5996426	0.0525	0.70259564	0.00871
TSPYL1	0.2174778	0.0469	0.1864283	0.0537	0.16373691	0.162
CMYA5	-0.9795777	0.0471	-0.91383815	0.0431	-1.28548016	0.00395
CARS1-AS1	0.4986771	0.0472	0.44793288	0.0157	0.34685577	0.241
PLLP	-0.7396131	0.0474	-0.80513237	0.0296	-0.49470868	0.169
SPTBN1	0.2436824	0.0479	0.1769948	0.251	0.15590457	0.6
TTC21B	-0.2060208	0.0479	-0.27297911	0.0169	-0.38404717	0.0259
TMEM192	-0.2724696	0.0479	-0.20040333	0.184	-0.27712342	0.0268
LOC107986656	-0.4926449	0.0479	-0.46378434	0.0762	-0.34750507	0.287
ACTR1A	0.2992608	0.0479	0.33187821	0.00945	0.33971537	0.0138
C12orf60	-0.3962961	0.0479	-0.35388524	0.0892	-0.54622333	0.02
LRIG3-DT	-0.7827907	0.0479	-0.73507121	0.0271	-1.11457691	0.000123
SMOC1	-0.4593017	0.0479	-0.46364593	0.0887	-0.60358888	0.000729
TNFAIP2	0.3691124	0.0481	0.32944827	0.0655	0.31592115	0.106
TUBG2	0.2363479	0.0487	0.24373265	0.0373	0.3651979	0.0138
LOC105370356	-0.6224161	0.049	-0.79369654	0.0489	-0.8913159	0.00673
C11orf54	-0.3558082	0.049	-0.24229756	0.219	-0.38900661	0.0239
DPY19L2P2	-0.5841609	0.0491	-0.51103341	0.0464	-0.87408969	0.013
PLP1	-1.8322526	0.0491	-2.43509154			
NBPF1	0.3532746	0.0493	0.29562553	0.0277	0.25162553	0.364
MAX	0.1750826	0.0493	0.12877142	0.16	0.12723924	0.228
TMEM150B	1.2472151	0.0493	0.85726269	0.101	1.10977348	0.0473
ENPP1	-0.3081498	0.0497	-0.26411527	0.201	-0.42556087	0.00222
KCNH8	-1.3423983	0.0498	-1.4696449	0.00601	-1.73410521	0.00255
CHN2-AS1	-0.4694492	0.0498	-0.50540589	0.00671	-0.555281	0.039
EPHA1	0.3821878	0.0498	0.29429663	0.225	0.21995163	0.389
LOC101927999	-0.78508	0.0498	-0.63399702	0.124	-0.48183065	0.361
MDFIC	0.3977553	0.0502	0.50242579	0.0247	0.58932651	0.00327
VCP	0.2572002	0.0506	0.24922876	0.0426	0.26567759	0.153
NUP214	-0.203235	0.0507	-0.2037996	0.0389	-0.19050958	0.216
GET3	0.4048995	0.0507	0.40196811	0.0177	0.54806249	0.0662
RBBP6	-0.1506135	0.051	-0.14466114	0.0335	-0.2125389	0.0158
LOC107986160	1.9562229	0.0511				
CASP10	0.2403146	0.0512	0.20645339	0.0339	0.20209502	0.103
SPTBN2	-0.4278204	0.0512	-0.47711066	0.0779	-0.53624916	0.0845
ITGAM	0.6447598	0.0513	0.66930482	0.0449	0.63406198	0.0257
SQLE	1.6127769	0.0513	1.84662014	0.0242	1.45098848	0.068
COL4A3	1.1254279	0.0514	0.45916483	0.318	0.45188906	0.416
SGCB	0.567432	0.0514	0.38859497	0.209	0.77293486	0.00558
LOC105369782	-0.3114375	0.0514	-0.30227295	0.0366	-0.25417145	0.0498
LOC105372117	-0.3858709	0.0514	-0.28346983	0.115	-0.29276396	0.0995
ZC3H6	-0.3339614	0.0517	-0.37618572	0.0102	-0.43724621	0.00238
FAT4	-0.2342319	0.0523	-0.23860886	0.0633	-0.28347935	0.0555
CYP4A11	-0.5361982	0.0523	-0.50218806	0.0592	-0.44849714	0.0544
LOC107985523	0.4683214	0.0523	0.29674246	0.188	0.36388354	0.211
MOGAT1	-0.5087123	0.0523	-0.41579871	0.106	-0.54430009	0.0689
MAT1A	-0.5018882	0.0526	-0.5181316	0.0472	-0.60042429	0.000423
PSMA3-AS1	-0.2390177	0.0526	-0.23501264	0.0104	-0.24467093	0.00367
LOC105373074	-0.4162709	0.0526	-0.49252605	0.0335	-0.44297108	0.246
SIPA1L1	-0.1916504	0.0526	-0.236833	0.00374	-0.22794834	0.0291
RANGRF	0.6509133	0.0526	0.57259912	0.0456	0.90593583	0.00837
RECK	0.4004237	0.0528	0.33968292	0.139	0.44235098	0.0944
ZNF705EP	-0.5366895	0.0529	-0.53905724	0.0633	-0.66229722	0.12
ATP9A	0.3419349	0.053	0.3456733	0.0394	0.30302808	0.219
LOC112268313	-0.9790976	0.053	-0.88988232	0.0505	-0.29034264	0.673
LOC107984210	-0.3832239	0.0531	-0.35871056	0.0333	-0.38805691	0.123
CARS1	0.4569137	0.0531	0.4876073	0.00332	0.4360954	0.0543
SYNGR2	0.3293839	0.0531	0.36119076	0.0347	0.56801235	0.00429
LOC101409256	-0.5685729	0.0531	-0.40669844	0.187	-0.91277382	0.0177
LOC100507346	-0.5717881	0.0531	-0.50138517	0.115	-0.74783445	0.0133
LOC105371159	-0.7303978	0.0531	-0.6489581	0.03	-0.80963785	0.0662
PSMD10	0.3230745	0.0535	0.42705061	0.00774	0.49533659	0.00956
LOC105377086	-0.5563343	0.0536	-0.53911232	0.126	-0.84640364	0.00797
ABCG2	-0.6225859	0.0536	-0.62874588	0.04	-0.63912878	0.054
CRPPA	-0.385841	0.0536	-0.32267991	0.133	-0.24307271	0.297
MRPL41	-0.3252645	0.0536	-0.31589273	0.155	0.16478645	0.725
FOXO1	-0.2338731	0.0536	-0.2101032	0.162	-0.36349959	0.0239
LOC105376781	-0.6946111	0.0536	-0.58068674	0.0884	-0.41604553	0.393
EMP3	0.5629737	0.0536	0.55210178	0.0494	0.90153591	0.0206
RASAL2	0.2881303	0.0539	0.28593927	0.0887	0.16716744	0.164
HIVEP1	-0.3325798	0.0539	-0.30095081	0.13	-0.45455468	0.0367
LOC105370756	-0.5096539	0.0539	-0.43179334	0.269	-0.76079097	0.000817
TFE3	0.2010708	0.0539	0.28848883	0.0426	0.36718658	0.00539
SMG5	0.4123981	0.0545	0.45582383	0.026	0.3841961	0.11
TTC17	-0.1510166	0.0545	-0.15572924	0.067	-0.27644519	0.0115
RNA45SN3	-0.7610346	0.0545	0.52436305	0.589	0.93582961	0.309
IRF5	0.3836582	0.0546	0.46749955	0.0158	0.41770289	0.0598
MARCHF7	-0.2255451	0.0549	-0.16210054	0.11	-0.22040255	0.055
RTN3	0.2068937	0.0549	0.31575381	0.00161	0.31544482	0.00675
RNA45SN5	-0.7271127	0.0549	0.34199305	0.723	0.64621081	0.485
FANCL	-0.2182119	0.0554	-0.20346529	0.0876	-0.13710295	0.335
LOC112268080	0.6325842	0.0554	0.71004999	0.0875	0.73465275	0.0583
INSR	-0.2542569	0.0555	-0.24384106	0.0393	-0.31316748	0.0855
RORA-AS1	-0.3839127	0.0557	-0.36319206	0.0551	-0.53798817	0.00517
LOC105372263	-0.8738533	0.0559	-0.91847603	0.0848	-0.75579638	0.153
GSS	0.2392526	0.056	0.2942711	0.00299	0.41727678	0.00708
TTLL7	-0.6128886	0.0561	-0.59754147	0.0403	-0.89099522	0.00804
RUSC1-AS1	0.8399374	0.0561	0.96750289	0.0429	0.48814486	0.247
MDM4	-0.1473505	0.0561	-0.1880617	0.033	-0.27127428	0.0693
ESYT1	0.255822	0.0561	0.23297364	0.0903	0.26075154	0.243
LOC105370594	-0.4373341	0.0561	-0.33052116	0.156	-0.43458534	0.0975
MYO1C	0.2866529	0.0561	0.26011575	0.0261	0.34490432	0.0286
ASXL1	-0.1648552	0.0561	-0.19723084	0.0141	-0.23560648	0.0797
SLCO4A1-AS2	-0.6455106	0.0561	-0.51680252	0.0382	-0.76943483	0.0208
ALDH18A1	0.5714632	0.0566	0.61332603	0.0117	0.67908764	0.0175
ATF7-NPFF	-0.292174	0.0566	-0.24938435	0.0917	-0.30845905	0.14
MFAP1	0.2186713	0.0566	0.15763588	0.133	0.17755462	0.158
LOC100996442	-0.4592872	0.0567	-0.37404844	0.0574	-0.21420653	0.47
LOC388572	-0.6825411	0.0568	-0.50339252	0.0801	-0.30618772	0.525
ANGPTL8	0.6133902	0.0569	0.64967869	0.0381	0.72840606	0.0308
CDK5RAP2	0.1711034	0.057	0.19057304	0.142	0.11520028	0.63
RNF169	-0.1501112	0.0571	-0.15212381	0.153	-0.28621979	0.0193
FAM3D-AS1	-0.8857471	0.0572	-0.9566784			
ALDH5A1	-0.2786847	0.0572	-0.25613854	0.189	-0.28336387	0.0782
NOTUM	0.7196748	0.0574	0.56491707	0.069	0.66459035	0.0713
LARP1B	-0.3265422	0.0577	-0.28330131	0.0865	-0.31425989	0.0455
SMAD5	0.2117608	0.0577	0.23895895	0.0295	0.14266066	0.246
OGA	-0.1705535	0.0578	-0.20135038	0.0174	-0.25367264	0.07
LOC105371642	0.8625756	0.0579	0.66662635	0.214	0.66375721	0.249
GDF7	-0.339414	0.0579	-0.27855574	0.288	-0.43947241	0.11
CNPY3	-0.4558348	0.0579	-0.33411353	0.131	-0.50079558	0.0202
EYS	-0.2251341	0.0579	-0.12311518	0.429	-0.18144455	0.349
CYCS	0.5089979	0.0579	0.57435801	0.00534	0.65250478	0.00443
SMCO4	0.3134533	0.0579	0.38111339	0.00305	0.52298456	0.000944
IFT140	-0.2236533	0.0579	-0.28739551	0.000967	-0.31733933	0.0967
SLC6A2	2.1286862	0.0579	1.22479648	0.196	1.53882642	0.134
IGF2	-0.4101242	0.058	-0.36139705	0.199	-0.41179932	0.143
LINC01409	-0.2756915	0.0582	-0.25327437	0.16	-0.27941033	0.138
INS-IGF2	-0.4099865	0.0582	-0.36147502	0.198	-0.40955466	0.146
RAB35	0.2310723	0.0582	0.25814853	0.0445	0.21658719	0.11
LOC105378748	-0.6155912	0.0584	-0.71671074	0.00584	-0.86723264	0.0272
LAMB3	0.7606951	0.0584	0.34130023	0.193	0.6077708	0.0397
LOC105373791	0.7714001	0.0584	0.92921694	0.0466	0.74630017	0.0135
